54,14,4000000000
131,13,0002000000
286,14,0000004000
319,15,0000000010
326,6,1000000000
328,8,0000000008
336,15,0000001000
393,10,0010000000
512,1,0000000400
552,15,0000020000
561,15,0000100000
578,15,0000002000
722,8,0040000000
734,12,0000000010
830,1,0080000000
843,10,0004000000
879,2,0000010000
986,5,0800000000
1064,12,0004000000
1075,0,0001000000
1167,12,0010000000
1237,4,0000000004
1261,11,0080000000
1401,5,0000001000
1418,10,2000000000
1462,11,0800000000
1490,11,0000000008
1609,11,2000000000
1654,11,0000000400
1838,8,0004000000
1881,10,0000200000
1957,10,0000000002
1997,8,0020000000
2232,4,0000004000
2317,0,0000000400
2354,1,0008000000
2361,14,0100000000
2372,15,0020000000
2392,8,0200000000
2426,15,0000100000
2434,9,0000080000
2458,10,0000000002
2629,13,0010000000
2636,9,0000100000
2640,1,0000000002
2667,11,0000008000
2675,15,0200000000
2735,10,0000000800
2799,4,0000000008
2858,8,0000200000
2915,3,0100000000
2967,5,0000000080
3065,13,0400000000
3152,8,0000000001
3167,3,0000004000
3170,1,0200000000
3279,2,0000400000
3286,1,0100000000
3313,10,0000008000
3350,7,0000004000
3404,4,0000040000
3424,14,0000010000
3477,4,0000000008
3590,9,0000000001
3596,13,0000800000
3645,11,0000040000
3690,2,0000000004
3776,13,0000020000
3814,6,0000008000
3895,8,0000040000
3900,3,0000004000
3984,13,0100000000
4002,13,0400000000
4132,1,0000080000
4146,11,0000000010
4153,7,0000002000
4156,1,0000080000
4192,9,1000000000
4213,8,0000004000
4270,0,0000040000
4277,9,0000000001
4346,9,0000000100
4373,14,0100000000
4408,8,0000000080
4445,10,1000000000
4491,5,0040000000
4594,10,0000080000
4623,10,0800000000
4650,5,0010000000
4710,0,0000000800
4819,4,0000000080
4840,8,0000004000
4915,10,0000020000
4989,8,0000000002
5025,6,1000000000
5091,10,0002000000
5136,14,0002000000
5144,0,0000000001
5167,7,0000400000
5174,1,0000800000
5197,1,0000000080
5230,12,0020000000
5261,7,0000100000
5266,14,0000000100
5283,1,1000000000
5314,8,0000200000
5332,1,0008000000
5372,0,0000001000
5417,12,0000000001
5428,0,0000800000
5457,12,0000000080
5615,0,0008000000
5670,14,0400000000
5680,12,0001000000
5753,13,0040000000
5798,6,0008000000
5808,9,0000001000
5854,1,0000000040
5862,5,0000080000
5918,14,0010000000
5975,6,0100000000
5979,6,0000000010
6003,14,2000000000
6008,4,0000020000
6116,5,0000000040
6123,12,0000040000
6194,13,0000008000
6260,1,0000008000
6416,4,0000002000
6477,1,0000000002
6546,4,0000000002
6560,1,0000004000
6615,12,0800000000
6670,11,0000010000
6830,15,0800000000
6924,11,0080000000
6931,4,0000000004
6952,9,0008000000
6986,15,0000000040
7008,8,0000008000
7112,3,0000020000
7119,7,0020000000
7226,2,0010000000
7254,15,0000004000
7274,0,0000080000
7313,8,0400000000
7357,6,0000000800
7423,10,0000000800
7442,2,0000001000
7449,11,0008000000
7478,8,0000000020
7544,11,0000000002
7613,10,0000400000
7633,14,0008000000
7649,0,0000004000
7652,10,0000000040
7653,13,0004000000
7694,1,0020000000
7721,10,4000000000
7747,15,0400000000
7791,12,1000000000
7820,1,0000400000
7858,10,0020000000
7865,2,0000002000
7875,10,0000000100
8015,10,0000000800
8035,2,0000000002
8064,0,0000000080
8097,9,0000020000
8121,15,0000008000
8152,15,0000200000
8236,9,0000000010
8237,0,0000001000
8251,8,0000080000
8254,13,0000008000
8259,8,0008000000
8269,11,0000100000
8339,9,0008000000
8554,13,0000000004
8602,2,0800000000
8624,4,0800000000
