event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
28,cluster,2027,139,2000000040,,,14,group_0_of_2,2,0,2027,2027,0
29,cluster,2027,140,0000004000,,,14,group_1_of_2,2,0,2027,2027,0
12,cluster,5503,93,0210000000,,,6,group_0_of_2,2,0,5503,5503,0
13,cluster,5503,94,0004000000,,,6,group_1_of_2,2,0,5503,5503,0
18,cluster,8239,181,1020000000,,,9,group_0_of_2,2,0,8239,8239,0
19,cluster,8239,182,0000400000,,,9,group_1_of_2,2,0,8239,8239,0
26,cluster,11263,174,0000000041,,,13,group_0_of_2,2,0,11263,11263,0
27,cluster,11263,175,0000001000,,,13,group_1_of_2,2,0,11263,11263,0
32,cluster,13440,29,0000808000,,,16,group_0_of_2,2,0,13440,13440,0
33,cluster,13440,30,0000000800,,,16,group_1_of_2,2,0,13440,13440,0
8,cluster,15053,194,0008000400,,,4,group_0_of_2,2,0,15053,15053,0
9,cluster,15053,195,0200000000,,,4,group_1_of_2,2,0,15053,15053,0
24,cluster,17805,159,0100002000,,,12,group_0_of_2,2,0,17805,17805,0
25,cluster,17805,160,0080000000,,,12,group_1_of_2,2,0,17805,17805,0
6,cluster,19274,137,0000800004,,,3,group_0_of_2,2,0,19274,19274,0
7,cluster,19274,138,0000000002,,,3,group_1_of_2,2,0,19274,19274,0
10,cluster,20181,118,0000100002,,,5,group_0_of_2,2,0,20181,20181,0
11,cluster,20181,119,0000000800,,,5,group_1_of_2,2,0,20181,20181,0
4,cluster,21565,220,0002800000,,,2,group_0_of_2,2,0,21565,21565,0
5,cluster,21565,221,0100000000,,,2,group_1_of_2,2,0,21565,21565,0
34,cluster,27840,58,0000000014,,,17,group_0_of_2,2,0,27840,27840,0
35,cluster,27840,59,0000000002,,,17,group_1_of_2,2,0,27840,27840,0
20,cluster,32561,249,0000004400,,,10,group_0_of_2,2,0,32561,32561,0
21,cluster,32561,250,0000100000,,,10,group_1_of_2,2,0,32561,32561,0
36,cluster,32926,191,0000010400,,,18,group_0_of_2,2,0,32926,32926,0
37,cluster,32926,192,0000000100,,,18,group_1_of_2,2,0,32926,32926,0
38,cluster,33505,197,2000008000,,,19,group_0_of_2,2,0,33505,33505,0
39,cluster,33505,198,0000000004,,,19,group_1_of_2,2,0,33505,33505,0
2,cluster,33574,128,4000000004,,,1,group_0_of_2,2,0,33574,33574,0
3,cluster,33574,129,0000002000,,,1,group_1_of_2,2,0,33574,33574,0
30,cluster,34341,136,0000008008,,,15,group_0_of_2,2,0,34341,34341,0
31,cluster,34341,137,0000002000,,,15,group_1_of_2,2,0,34341,34341,0
22,cluster,43593,245,0800080000,,,11,group_0_of_2,2,0,43593,43593,0
23,cluster,43593,246,0100000000,,,11,group_1_of_2,2,0,43593,43593,0
14,cluster,46379,181,0000800400,,,7,group_0_of_2,2,0,46379,46379,0
15,cluster,46379,182,0010000000,,,7,group_1_of_2,2,0,46379,46379,0
0,cluster,48632,46,0000000420,,,0,group_0_of_2,2,0,48632,48632,0
1,cluster,48632,47,0000800000,,,0,group_1_of_2,2,0,48632,48632,0
16,cluster,48633,236,0280000000,,,8,group_0_of_2,2,0,48632,48633,1
17,cluster,48633,237,0000008000,,,8,group_1_of_2,2,0,48632,48633,1
