503,233,0000001000
532,59,0000008000
633,160,0000000200
2647,73,0000400000
2900,150,0000000008
3040,235,0000000020
3402,83,0008000000
3421,134,0000000002
3902,156,0000000004
4208,115,0000000800
4361,134,0000040000
4677,101,0000100000
5806,180,0000000800
7804,127,0004000000
8225,95,0000000200
8638,201,0080000000
8916,47,0000200000
8921,127,0000000080
9069,10,0000800000
10055,61,0000000002
10325,66,0000000200
10411,97,0040000000
10693,243,0008000000
11810,87,0000000040
12396,82,0000000080
13028,130,0400000000
14154,118,0200000000
15305,4,0000400000
16420,73,4000000000
17217,94,0000000400
18478,195,0020000000
19514,88,0000008000
19526,94,0000200000
20213,131,0000200000
20717,248,0020000000
22052,77,0000000080
22351,73,0040000000
25974,90,0000000200
26373,185,0000000400
27373,184,0000010000
29563,161,0001000000
33157,118,0000000040
33645,185,0000100000
35085,107,0000000800
35271,112,0000000800
35401,95,0004000000
35531,24,0000400000
35631,59,0000010000
36090,27,0000002000
36941,153,0000000800
37286,212,1000000000
37743,153,0000000200
39403,200,0002000000
40127,171,0002000000
41446,97,0100000000
41814,53,0000400000
42681,190,0000000008
43178,100,0000080000
46825,203,0000100000
47780,89,0004000000
48028,38,0200000000
49071,2,0000400000
50332,49,0000200000
50764,141,0200000000
53282,223,0000000001
54180,241,0000004000
54217,102,0000008000
54847,115,0000000020
55281,131,1000000000
56239,12,0000000800
56248,220,0010000000
57723,3,0000001000
58339,97,0000200000
59109,119,0000000100
59388,23,0000200000
59407,3,0000000002
59754,97,0001000000
59965,191,0000000800
61322,20,0000000100
62762,172,0200000000
64499,24,0000000200
64939,37,0000000001
66939,181,0000040000
67242,237,0020000000
67686,98,0000000080
68969,181,0000200000
69621,85,0000000100
69881,200,0040000000
70223,70,0800000000
70812,132,0800000000
71029,37,0000010000
71122,158,0000080000
71253,52,0000000001
72862,24,0000002000
73133,46,4000000000
73625,16,0000000002
76757,172,0100000000
77014,94,0200000000
77576,155,0000200000
77827,0,0000000004
78659,126,0020000000
78695,9,0800000000
78982,135,0000040000
79408,172,0000000200
80032,235,0000000002
80401,14,0000800000
80487,200,0000020000
80614,244,0004000000
80631,135,1000000000
80746,180,0000000004
81652,250,0000020000
82375,57,0001000000
82378,81,0000000002
82404,181,0020000000
82433,105,0000000100
82505,156,0000000010
82510,77,0000800000
82642,214,0000000080
82659,215,0000008000
82952,72,0000800000
83160,200,0000000001
83200,21,0000080000
83889,235,0200000000
83926,126,1000000000
85332,103,0000200000
86356,244,1000000000
86739,248,0020000000
88066,8,0010000000
89189,20,0000200000
89370,126,2000000000
89398,89,0000010000
89960,194,0000002000
90114,102,0002000000
91277,55,0000000100
92268,102,0000000004
93106,48,0000000200
96264,53,0000800000
97117,184,0100000000
97550,121,0040000000
100261,200,2000000000
100664,139,0002000000
101104,24,0000002000
101376,139,0000100000
101816,157,0010000000
107466,172,0008000000
108658,75,0004000000
108663,119,0000020000
110290,169,0000000020
110637,157,0000010000
110688,35,0020000000
110761,248,0002000000
112143,248,4000000000
112717,190,0000000800
112848,227,0000010000
115779,69,0008000000
116686,174,0008000000
118756,130,0000001000
118803,246,0000000100
120021,23,0000000040
120390,43,0000004000
120533,205,0000004000
121659,36,0000080000
122725,4,0000010000
122809,247,0000020000
123650,76,0000000040
124593,76,0000100000
125159,105,0020000000
126927,211,0040000000
127288,185,0000000800
127314,2,0040000000
128079,28,0200000000
128314,215,0020000000
129325,215,1000000000
129425,19,0000200000
131904,95,2000000000
132096,130,0000000002
132259,2,0000002000
132977,83,0000000004
133280,2,0000020000
133435,45,0000200000
133847,130,0000000400
134085,37,0000000800
135056,36,1000000000
135358,50,0400000000
136156,43,2000000000
136815,176,0000000800
136967,122,0800000000
138059,232,0000000020
139879,17,0000080000
140490,146,0000000080
141372,196,0000000800
141904,201,0000100000
143395,42,0080000000
144671,208,0000010000
144747,65,0000000080
145516,16,0000008000
146333,62,0000020000
148080,78,0000004000
148912,87,0800000000
149930,216,0000000001
150396,238,0000000800
150538,194,0008000000
151373,87,0000000800
151639,1,0000004000
152716,216,0008000000
154943,145,0000002000
156675,77,1000000000
157889,15,0000000100
159032,41,0004000000
159087,154,0000000010
159705,171,0020000000
161244,41,0002000000
162028,46,2000000000
163211,107,0000002000
164099,4,0000200000
165299,179,0000000200
166396,236,0000000100
169341,204,0000040000
170845,198,0000000080
171788,83,0100000000
173761,253,0002000000
174394,242,0000000008
174411,26,0004000000
174768,123,0000000040
175636,239,0000002000
176236,90,0000001000
176365,186,0100000000
176435,174,0000010000
177376,131,0000000400
178586,238,0008000000
178852,187,0000040000
180519,238,0001000000
182802,220,0000000100
183610,21,0000000100
185039,161,0000002000
185266,53,0000010000
186072,37,0000800000
186537,53,0000200000
186724,161,1000000000
189274,226,0000002000
191849,199,0400000000
192485,141,0000000040
194239,106,0000000010
196088,0,4000000000
196693,23,0000010000
197688,8,0000200000
198041,0,2000000000
199499,81,0020000000
200255,187,0000000004
202725,154,0000004000
203331,247,0001000000
205713,216,4000000000
207244,212,0000000004
207925,54,0000800000
208568,194,0000000080
208944,237,0000000100
210686,130,0800000000
210834,77,0000000400
212863,173,0002000000
215277,70,0000000001
215471,98,0040000000
219414,203,0000020000
219677,101,0080000000
219841,82,0000000001
222464,208,0000008000
225951,45,0000080000
230152,15,0000080000
231260,91,0000100000
231891,18,2000000000
231905,178,0000800000
232515,33,2000000000
235698,246,0000010000
237828,107,0000002000
237985,63,0000000020
238706,63,0200000000
239747,247,0000000002
239864,22,0080000000
240532,63,0000000800
240921,227,0000000040
242197,247,0800000000
242828,192,0000004000
243185,110,0008000000
244219,243,0400000000
244768,201,0200000000
245948,110,0000000040
246041,127,0000000200
249004,127,2000000000
250368,242,0001000000
250418,95,0000000020
251697,128,0010000000
252315,37,0400000000
252370,104,0000004000
252420,111,0000800000
253012,242,0000000002
254666,179,0000020000
255233,31,0000010000
256429,26,0000000008
256621,201,0200000000
256652,44,0000000100
256997,160,0000000001
259777,206,0008000000
260340,116,0000000040
264254,203,0000008000
264706,103,0000002000
264990,203,0008000000
265293,85,0000020000
267476,37,0400000000
268934,187,0000000002
271234,200,0008000000
278074,25,0000000010
278410,58,0000000010
280005,221,0800000000
280441,228,0004000000
281379,24,0000100000
281582,5,0000040000
282032,221,0000000400
282694,151,0000080000
282776,93,0080000000
283895,207,0020000000
285656,21,0008000000
287907,201,0100000000
291796,2,0000000200
291843,74,0004000000
291954,222,0008000000
297029,97,0008000000
297141,236,0002000000
298186,157,0000000002
298200,222,0008000000
298328,236,0040000000
299522,22,0000008000
300213,143,2000000000
301029,232,0000400000
303574,30,0000000008
310754,108,4000000000
311002,213,0000000010
311507,30,0000002000
311659,146,0000000002
312215,213,0000100000
312747,108,0000000008
315151,236,0000008000
318067,235,0000000004
318405,127,0080000000
322582,15,0000000200
322618,141,0020000000
325256,141,0000002000
325617,233,0080000000
327569,49,0000000010
329314,197,0000002000
330944,187,0000000010
332658,23,0020000000
334718,181,0000800000
334842,143,0000000002
335764,90,0000000002
335894,84,0000200000
335904,202,0000000002
342841,65,0001000000
343409,252,0004000000
343413,62,0000010000
343421,136,0000008000
343422,124,0000000080
343439,78,0040000000
343459,130,0000000100
343490,96,0002000000
343522,109,1000000000
343544,214,0000000010
343694,80,0080000000
344559,114,0000020000
344874,88,0004000000
345350,140,2000000000
347114,65,0000080000
352354,154,0000001000
352359,158,0000080000
354756,69,0000400000
355762,66,0000000020
356655,164,0200000000
361339,245,0002000000
361517,165,0000040000
362489,128,0000000200
363013,4,0000001000
367199,206,0000000010
368082,114,0000002000
372214,141,0040000000
374476,51,0040000000
377220,32,0000020000
377250,100,0000000010
377321,143,4000000000
377326,193,0002000000
377660,47,0000800000
377855,218,0020000000
378072,108,0008000000
379024,100,0000000040
379392,206,0000002000
379559,218,0000008000
379649,5,0000100000
381451,36,0000008000
381691,228,0000000400
382076,90,0000000001
382082,156,0000800000
382179,246,0200000000
382322,14,0008000000
382439,214,0040000000
382769,216,0000000004
383016,246,0080000000
385307,36,0000002000
387632,36,0010000000
388867,215,0000001000
389056,144,2000000000
391504,215,4000000000
392616,105,0000000002
393700,107,0002000000
393809,86,0004000000
404027,113,0000000002
404292,158,0000000010
406570,139,4000000000
408514,157,0000000040
412402,163,0000400000
414323,123,0000000010
427159,153,0000000040
428867,255,0000000100
433444,51,0000000040
433568,74,0020000000
434786,190,0080000000
439471,16,0000000100
442737,199,0800000000
448520,79,0000080000
450297,84,0800000000
450879,240,0200000000
451640,59,0000000400
453001,115,0000002000
453183,120,0002000000
454279,76,0000000002
456329,137,0000000080
456497,19,0000000100
457906,179,1000000000
463087,33,2000000000
465362,34,0000008000
467070,207,0000080000
468212,53,0020000000
468347,178,0000000400
469573,79,0008000000
476173,110,0000020000
483568,92,0000000040
486162,200,0000000200
486170,151,0002000000
486200,12,0000000002
486204,89,0000000010
486216,57,0000040000
486218,173,0000200000
486226,168,0000000040
486227,31,0000000200
486240,109,0004000000
486245,174,0000000040
486261,1,0000000008
486265,121,0000008000
486294,227,0100000000
486320,46,0000000020
486331,19,0000080000
486332,161,0000000040
486336,225,0040000000
486341,29,0000010000
486342,208,0000080000
486343,53,0000000002
486344,216,0000020000
486349,231,0000800000
486369,60,0010000000
486374,78,0000000002
486389,179,0000000001
486398,238,0000000008
486406,118,0000200000
486409,93,0200000000
486418,71,4000000000
486441,149,0000002000
486487,82,0002000000
486671,177,0000000800
487394,223,0000002000
488781,19,0004000000
490647,117,0000200000
491806,153,0008000000
496475,30,1000000000
496663,113,0000001000
