70,51,0000800000
436,147,0000000008
985,183,0000008000
1307,238,0000008000
1412,33,0000000002
1649,48,0080000000
2364,243,4000000000
2424,238,0000000020
3335,77,4000000000
3408,243,0000000008
3557,183,0000080000
4683,113,0100000000
5182,76,0010000000
6622,100,0002000000
7404,169,0000000040
7522,144,0000000008
8120,169,0100000000
8245,185,0000000200
9242,56,0000001000
9835,226,0000100000
10966,184,0000000040
10995,50,0000400000
11336,250,0000000001
11921,44,0000040000
12036,220,1000000000
12086,111,0000400000
13011,72,0000000004
13219,111,0000000400
13923,119,0000000080
14363,220,2000000000
14387,153,0000080000
15575,80,0000020000
16685,231,0800000000
16836,65,0000000400
16938,100,0000800000
17282,99,0000000010
17730,94,0002000000
18242,198,0000000020
18594,181,0000080000
18972,195,0100000000
21049,181,0020000000
21333,247,0000000040
21496,106,0010000000
22430,246,0800000000
22457,125,0100000000
22516,39,0000800000
24351,220,0000000400
24880,48,0000800000
24909,219,0000000010
25085,239,0010000000
25667,254,0800000000
26403,169,0000010000
26560,253,0800000000
27219,193,0000000100
27423,205,0800000000
28435,20,0000000800
28717,0,0000000100
29008,35,0000008000
30015,189,0100000000
30154,93,0008000000
30425,134,0000800000
30537,30,1000000000
32013,74,0000020000
32158,228,0000000800
33056,98,0001000000
33781,146,0000000200
33938,100,0000200000
35419,114,0004000000
35679,104,0000000080
36324,253,0000000800
37203,82,0000400000
38926,233,0800000000
39128,119,0000000100
40471,98,0000000004
40536,134,0000000008
40665,31,1000000000
41766,17,0000400000
42001,119,0040000000
42007,44,0000000004
42300,187,0000000020
42773,72,0002000000
43026,9,0010000000
43293,147,0000000400
43582,143,0000000080
43795,31,0080000000
43832,44,0002000000
45224,21,0000000010
45485,8,2000000000
45571,124,0000000020
46273,207,0000000001
46786,245,0000002000
46972,157,0800000000
48253,177,4000000000
49047,119,0000000001
49286,55,0020000000
51228,6,0800000000
51710,167,0001000000
51962,26,0000000040
52093,114,0000000400
52597,98,0040000000
52629,52,0000001000
52767,22,0000000008
53764,58,0200000000
54065,98,0800000000
54507,145,0000000400
54691,61,0800000000
55377,46,0000100000
56019,151,0200000000
58007,21,0002000000
58009,195,0000000020
58867,177,0000000200
60423,177,0000002000
60484,79,0000000200
61243,215,0000000020
62171,126,0004000000
62521,71,0002000000
62748,212,0000000800
63325,156,0200000000
63850,19,4000000000
63957,0,0040000000
64409,219,0400000000
66024,234,0000000800
66063,62,0000000200
66090,123,2000000000
66137,72,0004000000
66963,234,0000000040
67901,230,0008000000
69066,112,0002000000
69653,173,0004000000
69777,23,0000000002
70113,112,0020000000
70614,135,0000040000
71056,155,0000000100
71473,235,0000008000
71607,14,0004000000
71951,235,0000800000
71972,132,0000000040
72726,103,0000000002
73630,80,0000010000
75087,120,0000000200
75242,207,0000000004
75326,124,0000000020
75336,114,0000000200
75556,223,0100000000
76077,148,0000040000
76226,135,0000008000
76455,239,0000004000
76589,160,0000000001
76674,101,0010000000
77023,133,0002000000
77308,32,4000000000
77376,217,0000800000
78141,50,0004000000
78174,3,0000000040
78407,148,0000400000
78436,0,0000000001
78786,141,0000080000
79244,35,0100000000
79409,232,0000000001
79481,74,0000800000
79781,223,0200000000
80156,129,0008000000
80570,50,0000002000
81064,216,0000010000
81699,129,0000000800
82364,231,0800000000
82376,220,0800000000
82392,183,0001000000
82402,215,0000000080
82426,237,0000000004
82429,96,0000100000
82434,214,0400000000
82498,74,0000000004
83661,137,0000800000
83851,216,0000010000
88995,117,0000200000
90972,191,0000200000
90979,52,0000200000
92739,219,0000000002
96547,202,0000000008
96554,140,0020000000
97466,214,0000000100
98465,194,0400000000
99295,226,0000004000
99566,151,0100000000
100582,121,0100000000
102227,255,0000020000
102385,187,0000200000
102539,171,0000000004
102577,213,0000020000
103504,187,0040000000
105281,133,1000000000
108473,202,0000000020
108505,168,0000004000
111132,101,0000000001
111822,67,0080000000
111846,59,0080000000
111886,15,0004000000
112559,81,0000000100
113428,163,0000000100
114653,229,4000000000
114666,93,0002000000
116027,32,0000000008
116438,25,0000000002
118359,6,0000000010
119285,154,0000080000
120082,6,0004000000
120359,38,2000000000
121525,253,0000000200
122282,39,1000000000
123279,1,0080000000
124205,209,0000040000
124578,246,0002000000
125354,81,0000000400
125608,5,0000000008
126434,139,0100000000
127369,253,0000100000
127480,235,0000000400
128655,94,0000080000
129056,139,0000400000
129159,107,0000000800
131163,107,0002000000
131577,161,0000000080
131760,226,0000100000
132711,38,0000000800
133812,163,0000000020
134137,12,0000800000
135055,38,0000800000
137770,11,0000000100
138933,55,0000000040
139812,157,0000002000
141806,1,0000000020
142973,186,0000200000
143284,91,0000000002
143298,234,0000000800
144172,57,0000000020
144568,146,0080000000
145111,244,0100000000
147840,9,0001000000
147963,230,0000020000
149762,118,0000000100
150791,185,0000080000
150900,102,0000080000
152165,110,0000000020
152447,3,0000000002
153779,144,0000080000
154685,33,0000000008
154900,102,0000008000
154944,54,0008000000
155955,50,0000002000
157009,43,0000800000
158921,43,0000000200
158937,51,0002000000
