event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
272,single,2804,71,0040000000,,,,,,,2804,2804,0
240,single,3240,98,0000004000,,,,,,,3240,3240,0
220,single,4020,120,0004000000,,,,,,,4020,4020,0
187,single,4658,189,0000000004,,,,,,,4658,4658,0
25,single,4889,175,0000000400,,,,,,,4889,4889,0
115,single,5129,108,0000100000,,,,,,,5129,5129,0
209,single,5531,239,0002000000,,,,,,,5531,5531,0
276,single,5729,200,0000080000,,,,,,,5729,5729,0
293,single,6439,239,0000000010,,,,,,,6439,6439,0
363,single,8862,237,0800000000,,,,,,,8862,8862,0
261,single,10041,9,0000004000,,,,,,,10041,10041,0
92,single,11277,151,0000400000,,,,,,,11277,11277,0
102,single,11412,184,0040000000,,,,,,,11412,11412,0
255,single,11477,55,4000000000,,,,,,,11477,11477,0
438,paired,11624,167,2000000000,19,first,,,,,11624,11624,0
318,single,11642,34,0100000000,,,,,,,11642,11642,0
486,cluster,13076,228,0000000800,,,2,group_0_of_3,3,0,13076,13076,0
487,cluster,13077,229,0000200000,,,2,group_1_of_3,3,1,13077,13077,0
488,cluster,13078,230,0000020000,,,2,group_2_of_3,3,2,13078,13078,0
439,paired,13126,167,0000002000,19,second,,,,,13126,13126,0
167,single,13600,227,0000800000,,,,,,,13600,13600,0
376,single,13682,33,0000000400,,,,,,,13682,13682,0
298,single,14760,172,0000000010,,,,,,,14760,14760,0
200,single,15183,151,0800000000,,,,,,,15183,15183,0
118,single,15268,168,0000100000,,,,,,,15268,15268,0
244,single,17233,41,0000020000,,,,,,,17233,17233,0
42,single,17433,228,0000000080,,,,,,,17433,17433,0
158,single,19127,140,0000000010,,,,,,,19127,19127,0
148,single,20667,196,0000100000,,,,,,,20667,20667,0
35,single,20956,16,2000000000,,,,,,,20956,20956,0
222,single,21093,117,1000000000,,,,,,,21093,21093,0
564,cluster,21445,36,0080000000,,,28,group_0_of_3,3,0,21445,21445,0
565,cluster,21446,37,0000000008,,,28,group_1_of_3,3,1,21446,21446,0
566,cluster,21447,38,0008000000,,,28,group_2_of_3,3,2,21447,21447,0
348,single,21558,50,2000000000,,,,,,,21558,21558,0
271,single,21591,21,0100000000,,,,,,,21591,21591,0
442,paired,22211,106,0080000000,21,first,,,,,22211,22211,0
126,single,22266,161,0000000400,,,,,,,22266,22266,0
161,single,22865,149,0000000010,,,,,,,22865,22865,0
443,paired,23599,106,4000000000,21,second,,,,,23599,23599,0
289,single,26847,21,0020000000,,,,,,,26847,26847,0
283,single,27008,45,0000000001,,,,,,,27008,27008,0
347,single,27064,242,0002000000,,,,,,,27064,27064,0
94,single,27133,229,2000000000,,,,,,,27133,27133,0
64,single,28490,218,0000000004,,,,,,,28490,28490,0
29,single,28798,184,0000000200,,,,,,,28798,28798,0
177,single,29164,163,0800000000,,,,,,,29164,29164,0
387,single,29352,6,0000002000,,,,,,,29352,29352,0
389,single,29612,115,0000400000,,,,,,,29612,29612,0
5,single,30191,10,0000020000,,,,,,,30191,30191,0
552,cluster,31081,38,0000010000,,,24,group_0_of_3,3,0,31081,31081,0
553,cluster,31082,39,0000000400,,,24,group_1_of_3,3,1,31082,31082,0
554,cluster,31083,40,0000000004,,,24,group_2_of_3,3,2,31083,31083,0
68,single,31179,183,0000000010,,,,,,,31179,31179,0
420,paired,31928,161,0000100000,10,first,,,,,31928,31928,0
436,paired,32279,33,0000080000,18,first,,,,,32279,32279,0
421,paired,32856,161,0000080000,10,second,,,,,32856,32856,0
437,paired,34949,33,0000800000,18,second,,,,,34949,34949,0
478,paired,35186,173,0200000000,39,first,,,,,35186,35186,0
97,single,35385,52,0040000000,,,,,,,35385,35385,0
426,paired,35536,131,0002000000,13,first,,,,,35536,35536,0
43,single,36075,2,4000000000,,,,,,,36075,36075,0
39,single,36166,231,0000000100,,,,,,,36166,36166,0
366,single,36186,113,0000080000,,,,,,,36186,36186,0
479,paired,36945,173,0000000100,39,second,,,,,36945,36945,0
427,paired,37108,131,0000002000,13,second,,,,,37108,37108,0
130,single,37204,253,0000000200,,,,,,,37204,37204,0
146,single,37817,141,0000000020,,,,,,,37817,37817,0
304,single,37955,62,0008000000,,,,,,,37955,37955,0
284,single,38202,107,0000000004,,,,,,,38202,38202,0
448,paired,38204,136,0000040000,24,first,,,,,38204,38204,0
166,single,39381,251,1000000000,,,,,,,39381,39381,0
504,cluster,39447,57,0010000000,,,8,group_0_of_3,3,0,39447,39447,0
505,cluster,39448,58,0000010000,,,8,group_1_of_3,3,1,39448,39448,0
506,cluster,39449,59,0008000000,,,8,group_2_of_3,3,2,39449,39449,0
33,single,39810,179,0000100000,,,,,,,39810,39810,0
37,single,39867,114,0080000000,,,,,,,39867,39867,0
449,paired,41131,136,0100000000,24,second,,,,,41131,41131,0
171,single,41479,170,0200000000,,,,,,,41479,41479,0
242,single,44001,252,0000000010,,,,,,,44001,44001,0
519,cluster,44013,103,4000000000,,,13,group_0_of_3,3,0,44013,44013,0
520,cluster,44014,104,0000000008,,,13,group_1_of_3,3,1,44014,44014,0
521,cluster,44015,105,0800000000,,,13,group_2_of_3,3,2,44015,44015,0
498,cluster,44039,128,0020000000,,,6,group_0_of_3,3,0,44039,44039,0
499,cluster,44040,129,0000000001,,,6,group_1_of_3,3,1,44040,44040,0
500,cluster,44041,130,0000800000,,,6,group_2_of_3,3,2,44041,44041,0
15,single,44299,49,0400000000,,,,,,,44299,44299,0
394,single,44541,48,1000000000,,,,,,,44541,44541,0
249,single,45083,214,0000400000,,,,,,,45083,45083,0
314,single,45193,224,0002000000,,,,,,,45193,45193,0
