event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
7,single,123,107,0000002000,,,,,,,123,123,0
17,single,1315,187,0001000000,,,,,,,1315,1315,0
11,single,1545,84,0000000200,,,,,,,1545,1545,0
75,single,1698,125,0000040000,,,,,,,1698,1698,0
76,single,2756,200,0000000001,,,,,,,2756,2756,0
112,paired,3821,150,0000000200,16,first,,,,,3821,3821,0
113,paired,4115,150,1000000000,16,second,,,,,4115,4115,0
98,paired,5754,13,0000200000,9,first,,,,,5754,5754,0
99,paired,6023,13,0008000000,9,second,,,,,6023,6023,0
110,paired,6155,250,0000400000,15,first,,,,,6155,6155,0
111,paired,6325,250,0000800000,15,second,,,,,6325,6325,0
57,single,7372,247,0000001000,,,,,,,7372,7372,0
2,single,7515,126,0001000000,,,,,,,7515,7515,0
102,paired,8059,68,0000040000,11,first,,,,,8059,8059,0
103,paired,8334,68,0010000000,11,second,,,,,8334,8334,0
6,single,9064,64,0000000100,,,,,,,9064,9064,0
66,single,10107,244,0000001000,,,,,,,10107,10107,0
94,paired,10575,169,0400000000,7,first,,,,,10575,10575,0
95,paired,10671,169,0000000200,7,second,,,,,10671,10671,0
33,single,10757,76,0000000008,,,,,,,10757,10757,0
39,single,11419,139,0100000000,,,,,,,11419,11419,0
104,paired,11610,211,0000000400,12,first,,,,,11610,11610,0
105,paired,11708,211,0000000010,12,second,,,,,11708,11708,0
15,single,11722,90,0000000008,,,,,,,11722,11722,0
54,single,12336,92,0000004000,,,,,,,12336,12336,0
106,paired,13237,194,0000000010,13,first,,,,,13237,13237,0
107,paired,13456,194,0000020000,13,second,,,,,13456,13456,0
116,paired,14362,68,0000008000,18,first,,,,,14362,14362,0
117,paired,14563,68,0000800000,18,second,,,,,14563,14563,0
73,single,15190,163,0000080000,,,,,,,15190,15190,0
16,single,15420,183,0002000000,,,,,,,15420,15420,0
12,single,15850,154,4000000000,,,,,,,15850,15850,0
79,single,16048,146,0000040000,,,,,,,16048,16048,0
47,single,16423,209,0000400000,,,,,,,16423,16423,0
25,single,16470,159,0000100000,,,,,,,16470,16470,0
82,paired,16489,151,0200000000,1,first,,,,,16489,16489,0
46,single,16540,182,0000400000,,,,,,,16540,16540,0
37,single,16599,75,0000000080,,,,,,,16599,16599,0
83,paired,16625,151,0000000002,1,second,,,,,16625,16625,0
26,single,17634,76,0000080000,,,,,,,17634,17634,0
9,single,18366,104,0000000800,,,,,,,18366,18366,0
84,paired,21205,18,0000000001,2,first,,,,,21205,21205,0
85,paired,21383,18,0000010000,2,second,,,,,21383,21383,0
