event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
201,single,584,204,0000000040,,,,,,,584,584,0
53,single,1766,222,0800000000,,,,,,,1766,1766,0
283,single,2845,72,0040000000,,,,,,,2845,2845,0
238,single,3778,76,0400000000,,,,,,,3778,3778,0
2,single,4878,132,0800000000,,,,,,,4878,4878,0
249,single,6058,8,0080000000,,,,,,,6058,6058,0
185,single,6944,18,0040000000,,,,,,,6944,6944,0
20,single,7273,212,0000000080,,,,,,,7273,7273,0
239,single,7495,0,0000002000,,,,,,,7495,7495,0
35,single,7929,10,0000800000,,,,,,,7929,7929,0
331,single,9466,122,1000000000,,,,,,,9466,9466,0
176,single,9495,123,0000000040,,,,,,,9495,9495,0
321,single,9885,195,0000000001,,,,,,,9885,9885,0
118,single,10341,223,0001000000,,,,,,,10341,10341,0
148,single,10613,1,0000000040,,,,,,,10613,10613,0
399,single,11497,167,0000800000,,,,,,,11497,11497,0
58,single,12298,101,0008000000,,,,,,,12298,12298,0
91,single,12639,122,0000000040,,,,,,,12639,12639,0
257,single,13116,118,0020000000,,,,,,,13116,13116,0
209,single,14274,12,0000000040,,,,,,,14274,14274,0
360,single,14471,103,0000000020,,,,,,,14471,14471,0
197,single,14788,11,0020000000,,,,,,,14788,14788,0
7,single,14797,137,0040000000,,,,,,,14797,14797,0
21,single,15274,23,0001000000,,,,,,,15274,15274,0
400,paired,15291,198,0000000001,0,first,,,,,15291,15291,0
69,single,15881,35,0040000000,,,,,,,15881,15881,0
401,paired,16307,198,0400000000,0,second,,,,,16307,16307,0
179,single,17763,148,0000020000,,,,,,,17763,17763,0
186,single,18435,169,0000001000,,,,,,,18435,18435,0
183,single,19481,45,2000000000,,,,,,,19481,19481,0
338,single,20668,159,0000001000,,,,,,,20668,20668,0
305,single,23862,149,0000000008,,,,,,,23862,23862,0
478,paired,24351,176,0000002000,39,first,,,,,24351,24351,0
81,single,24627,114,0008000000,,,,,,,24627,24627,0
253,single,25239,52,0004000000,,,,,,,25239,25239,0
121,single,26007,57,0010000000,,,,,,,26007,26007,0
24,single,26250,16,0000001000,,,,,,,26250,26250,0
494,cluster,26660,2,0000204001,,,14,group_0_of_1,1,0,26660,26660,0
479,paired,27349,176,0000040000,39,second,,,,,27349,27349,0
203,single,27506,107,0000008000,,,,,,,27506,27506,0
198,single,30963,49,0000100000,,,,,,,30963,30963,0
395,single,31901,200,0020000000,,,,,,,31901,31901,0
440,paired,32429,245,0004000000,20,first,,,,,32429,32429,0
88,single,33013,91,0000000002,,,,,,,33013,33013,0
134,single,33170,196,0000000008,,,,,,,33170,33170,0
372,single,33471,60,0001000000,,,,,,,33471,33471,0
441,paired,34493,245,0040000000,20,second,,,,,34493,34493,0
462,paired,34641,150,0800000000,31,first,,,,,34641,34641,0
463,paired,35740,150,0000000100,31,second,,,,,35740,35740,0
129,single,36095,72,0000200000,,,,,,,36095,36095,0
356,single,38067,173,0000000200,,,,,,,38067,38067,0
281,single,38145,64,0001000000,,,,,,,38145,38145,0
269,single,38162,63,0000000001,,,,,,,38162,38162,0
391,single,38988,37,0080000000,,,,,,,38988,38988,0
116,single,38989,149,0000000004,,,,,,,38989,38989,0
301,single,40510,113,0000200000,,,,,,,40510,40510,0
18,single,40886,247,0000000020,,,,,,,40886,40886,0
260,single,41157,52,0008000000,,,,,,,41157,41157,0
120,single,41238,61,0000020000,,,,,,,41238,41238,0
74,single,42020,194,0000000020,,,,,,,42020,42020,0
502,cluster,42264,227,0244000000,,,22,group_0_of_1,1,0,42264,42264,0
82,single,42898,166,0000800000,,,,,,,42898,42898,0
267,single,43267,211,0000000020,,,,,,,43267,43267,0
503,cluster,44723,155,0000044010,,,23,group_0_of_1,1,0,44723,44723,0
394,single,44790,40,0000000100,,,,,,,44790,44790,0
172,single,45474,86,0010000000,,,,,,,45474,45474,0
323,single,45697,221,2000000000,,,,,,,45697,45697,0
358,single,47683,244,0400000000,,,,,,,47683,47683,0
377,single,47946,95,0000010000,,,,,,,47946,47946,0
288,single,48439,196,0000001000,,,,,,,48439,48439,0
359,single,49238,191,0080000000,,,,,,,49238,49238,0
480,cluster,50032,102,0820000080,,,0,group_0_of_1,1,0,50032,50032,0
256,single,50148,71,0200000000,,,,,,,50148,50148,0
71,single,50612,179,0001000000,,,,,,,50612,50612,0
371,single,52983,85,0000000080,,,,,,,52983,52983,0
347,single,53653,107,0000002000,,,,,,,53653,53653,0
486,cluster,53959,24,4000100080,,,6,group_0_of_1,1,0,53959,53959,0
388,single,54055,0,0000002000,,,,,,,54055,54055,0
60,single,54540,122,0000000002,,,,,,,54540,54540,0
368,single,54736,238,0000001000,,,,,,,54736,54736,0
150,single,54911,235,0000001000,,,,,,,54911,54911,0
397,single,55814,35,0000040000,,,,,,,55814,55814,0
353,single,55936,214,0080000000,,,,,,,55936,55936,0
276,single,57159,90,0000080000,,,,,,,57159,57159,0
166,single,57251,131,0000800000,,,,,,,57251,57251,0
42,single,59357,49,0000000040,,,,,,,59357,59357,0
277,single,59969,75,0000000008,,,,,,,59969,59969,0
320,single,60037,43,0008000000,,,,,,,60037,60037,0
151,single,61036,108,0000000004,,,,,,,61036,61036,0
228,single,61464,141,0080000000,,,,,,,61464,61464,0
170,single,61613,11,0000000400,,,,,,,61613,61613,0
490,cluster,62313,192,0040800001,,,10,group_0_of_1,1,0,62313,62313,0
210,single,62686,43,0000000040,,,,,,,62686,62686,0
106,single,63033,184,0000008000,,,,,,,63033,63033,0
232,single,64275,145,0001000000,,,,,,,64275,64275,0
452,paired,67762,100,4000000000,26,first,,,,,67762,67762,0
346,single,67994,88,1000000000,,,,,,,67994,67994,0
354,single,68372,248,0000400000,,,,,,,68372,68372,0
41,single,68550,122,0000100000,,,,,,,68550,68550,0
410,paired,68759,135,4000000000,5,first,,,,,68759,68759,0
46,single,69221,17,0200000000,,,,,,,69221,69221,0
381,single,69318,170,0000000080,,,,,,,69318,69318,0
453,paired,70516,100,0000000002,26,second,,,,,70516,70516,0
375,single,70524,60,0000002000,,,,,,,70524,70524,0
411,paired,70747,135,0001000000,5,second,,,,,70747,70747,0
3,single,71497,243,0002000000,,,,,,,71497,71497,0
23,single,71889,158,0000000001,,,,,,,71889,71889,0
306,single,72009,196,0000002000,,,,,,,72009,72009,0
199,single,72230,28,0000000008,,,,,,,72230,72230,0
0,single,72434,66,0000800000,,,,,,,72434,72434,0
242,single,72624,221,0000200000,,,,,,,72624,72624,0
175,single,72756,203,0080000000,,,,,,,72756,72756,0
94,single,73557,127,0020000000,,,,,,,73557,73557,0
472,paired,74049,170,0000004000,36,first,,,,,74049,74049,0
80,single,74407,138,2000000000,,,,,,,74407,74407,0
284,single,74655,248,0000000040,,,,,,,74655,74655,0
342,single,74946,29,0000008000,,,,,,,74946,74946,0
379,single,74962,177,0000200000,,,,,,,74962,74962,0
247,single,75063,211,0100000000,,,,,,,75063,75063,0
67,single,75298,216,0000000008,,,,,,,75298,75298,0
181,single,75704,15,0000200000,,,,,,,75704,75704,0
36,single,75969,152,2000000000,,,,,,,75969,75969,0
473,paired,76244,170,0000000020,36,second,,,,,76244,76244,0
390,single,77319,183,0000001000,,,,,,,77319,77319,0
386,single,77431,139,2000000000,,,,,,,77431,77431,0
73,single,79527,219,0000000080,,,,,,,79527,79527,0
196,single,80768,198,0080000000,,,,,,,80768,80768,0
265,single,81199,162,0000100000,,,,,,,81199,81199,0
136,single,81324,181,0000200000,,,,,,,81324,81324,0
29,single,81335,121,0000080000,,,,,,,81335,81335,0
374,single,82210,141,0000100000,,,,,,,82210,82210,0
498,cluster,82419,170,000000200a,,,18,group_0_of_1,1,0,82419,82419,0
315,single,82454,14,0400000000,,,,,,,82454,82454,0
344,single,82516,134,0000000008,,,,,,,82516,82516,0
236,single,82530,191,0000400000,,,,,,,82530,82530,0
300,single,82584,138,0000000800,,,,,,,82584,82584,0
325,single,82590,42,0000000010,,,,,,,82590,82590,0
408,paired,82831,207,0000000002,4,first,,,,,82831,82831,0
366,single,84100,197,0000000080,,,,,,,84100,84100,0
124,single,84153,135,0000000040,,,,,,,84153,84153,0
409,paired,84429,207,2000000000,4,second,,,,,84429,84429,0
131,single,85765,234,0040000000,,,,,,,85765,85765,0
189,single,87483,201,0000000020,,,,,,,87483,87483,0
105,single,88699,245,0001000000,,,,,,,88699,88699,0
263,single,90731,92,0001000000,,,,,,,90731,90731,0
244,single,90866,255,0004000000,,,,,,,90866,90866,0
132,single,91241,35,0000000040,,,,,,,91241,91241,0
38,single,91336,135,0000080000,,,,,,,91336,91336,0
115,single,91736,46,0000000020,,,,,,,91736,91736,0
341,single,92643,167,0080000000,,,,,,,92643,92643,0
466,paired,92775,14,0000010000,33,first,,,,,92775,92775,0
161,single,92837,209,0000000010,,,,,,,92837,92837,0
146,single,92903,158,0080000000,,,,,,,92903,92903,0
259,single,93177,59,0080000000,,,,,,,93177,93177,0
467,paired,95413,14,0800000000,33,second,,,,,95413,95413,0
107,single,95794,214,0040000000,,,,,,,95794,95794,0
221,single,96293,105,0000002000,,,,,,,96293,96293,0
367,single,96649,163,0080000000,,,,,,,96649,96649,0
93,single,96748,92,0000000010,,,,,,,96748,96748,0
382,single,97756,84,0000000004,,,,,,,97756,97756,0
304,single,100768,226,0000000008,,,,,,,100768,100768,0
202,single,102322,56,0010000000,,,,,,,102322,102322,0
31,single,102484,161,0000000002,,,,,,,102484,102484,0
48,single,102910,43,0000400000,,,,,,,102910,102910,0
56,single,103268,34,2000000000,,,,,,,103268,103268,0
62,single,103372,244,0000000008,,,,,,,103372,103372,0
89,single,103414,13,0000000080,,,,,,,103414,103414,0
216,single,103450,248,0000000010,,,,,,,103450,103450,0
334,single,104333,116,0000001000,,,,,,,104333,104333,0
19,single,104407,210,0000000200,,,,,,,104407,104407,0
404,paired,104842,80,0004000000,2,first,,,,,104842,104842,0
405,paired,105465,80,0002000000,2,second,,,,,105465,105465,0
483,cluster,105856,54,0006400000,,,3,group_0_of_1,1,0,105856,105856,0
219,single,106345,171,0000008000,,,,,,,106345,106345,0
63,single,106907,62,0400000000,,,,,,,106907,106907,0
282,single,107164,39,0000001000,,,,,,,107164,107164,0
117,single,108921,172,0000000001,,,,,,,108921,108921,0
299,single,109686,176,0000200000,,,,,,,109686,109686,0
155,single,110216,39,0080000000,,,,,,,110216,110216,0
194,single,111349,224,0000004000,,,,,,,111349,111349,0
128,single,114034,232,0000000080,,,,,,,114034,114034,0
313,single,114101,0,0000000100,,,,,,,114101,114101,0
310,single,114576,204,0010000000,,,,,,,114576,114576,0
311,single,114787,53,2000000000,,,,,,,114787,114787,0
97,single,115921,211,0000000400,,,,,,,115921,115921,0
32,single,116406,68,0000000008,,,,,,,116406,116406,0
177,single,121340,84,0000200000,,,,,,,121340,121340,0
406,paired,123662,58,0400000000,3,first,,,,,123662,123662,0
407,paired,124654,58,4000000000,3,second,,,,,124654,124654,0
343,single,125336,114,0000000800,,,,,,,125336,125336,0
168,single,125536,107,0000010000,,,,,,,125536,125536,0
355,single,127450,247,0000000800,,,,,,,127450,127450,0
287,single,128008,156,0010000000,,,,,,,128008,128008,0
52,single,128850,79,0000001000,,,,,,,128850,128850,0
98,single,131227,247,0000000200,,,,,,,131227,131227,0
12,single,133768,179,0400000000,,,,,,,133768,133768,0
364,single,134432,179,0008000000,,,,,,,134432,134432,0
481,cluster,135895,202,2000050000,,,1,group_0_of_1,1,0,135895,135895,0
392,single,136196,76,0000000080,,,,,,,136196,136196,0
246,single,136966,84,1000000000,,,,,,,136966,136966,0
220,single,137425,128,0000002000,,,,,,,137425,137425,0
234,single,137591,242,0200000000,,,,,,,137591,137591,0
229,single,137965,239,0000001000,,,,,,,137965,137965,0
436,paired,138559,14,0000100000,18,first,,,,,138559,138559,0
464,paired,139001,80,0000002000,32,first,,,,,139001,139001,0
30,single,139904,155,0800000000,,,,,,,139904,139904,0
437,paired,140760,14,0000080000,18,second,,,,,140760,140760,0
509,cluster,141201,234,4200010000,,,29,group_0_of_1,1,0,141201,141201,0
465,paired,141330,80,0008000000,32,second,,,,,141330,141330,0
326,single,141565,164,0000000010,,,,,,,141565,141565,0
351,single,141771,40,0400000000,,,,,,,141771,141771,0
214,single,142234,105,0000000080,,,,,,,142234,142234,0
231,single,142370,227,0000000010,,,,,,,142370,142370,0
195,single,142512,246,0000400000,,,,,,,142512,142512,0
174,single,143660,16,0000000008,,,,,,,143660,143660,0
200,single,144269,170,0000800000,,,,,,,144269,144269,0
496,cluster,144802,4,0828000000,,,16,group_0_of_1,1,0,144802,144802,0
492,cluster,144836,37,0000084800,,,12,group_0_of_1,1,0,144836,144836,0
165,single,147361,205,0010000000,,,,,,,147361,147361,0
84,single,150204,192,0000000040,,,,,,,150204,150204,0
211,single,150662,55,0080000000,,,,,,,150662,150662,0
154,single,151493,25,0000000002,,,,,,,151493,151493,0
111,single,151563,120,0000000010,,,,,,,151563,151563,0
68,single,154116,28,0000000100,,,,,,,154116,154116,0
163,single,154300,216,0000002000,,,,,,,154300,154300,0
319,single,155158,146,0800000000,,,,,,,155158,155158,0
365,single,156669,92,0000008000,,,,,,,156669,156669,0
224,single,159290,240,2000000000,,,,,,,159290,159290,0
119,single,160200,250,0002000000,,,,,,,160200,160200,0
488,cluster,160524,86,0040000081,,,8,group_0_of_1,1,0,160524,160524,0
273,single,160553,73,0000000200,,,,,,,160553,160553,0
262,single,160778,229,0000001000,,,,,,,160778,160778,0
322,single,162241,242,0000020000,,,,,,,162241,162241,0
173,single,162262,11,0002000000,,,,,,,162262,162262,0
339,single,164125,94,0000000040,,,,,,,164125,164125,0
11,single,164925,223,0000080000,,,,,,,164925,164925,0
312,single,165051,112,0000000001,,,,,,,165051,165051,0
268,single,165118,40,0200000000,,,,,,,165118,165118,0
100,single,166628,226,2000000000,,,,,,,166628,166628,0
138,single,166644,77,0000020000,,,,,,,166644,166644,0
414,paired,167922,145,2000000000,7,first,,,,,167922,167922,0
456,paired,169593,102,0040000000,28,first,,,,,169593,169593,0
227,single,169804,241,0000000004,,,,,,,169804,169804,0
415,paired,170373,145,0000000200,7,second,,,,,170373,170373,0
298,single,171395,162,2000000000,,,,,,,171395,171395,0
476,paired,171975,122,0000000200,38,first,,,,,171975,171975,0
191,single,172002,171,0400000000,,,,,,,172002,172002,0
457,paired,172252,102,0002000000,28,second,,,,,172252,172252,0
477,paired,172581,122,0000020000,38,second,,,,,172581,172581,0
126,single,172702,150,1000000000,,,,,,,172702,172702,0
432,paired,175003,3,0080000000,16,first,,,,,175003,175003,0
433,paired,176835,3,0000000010,16,second,,,,,176835,176835,0
252,single,178408,150,0000000800,,,,,,,178408,178408,0
416,paired,178981,86,0000004000,8,first,,,,,178981,178981,0
505,cluster,179624,162,0000640000,,,25,group_0_of_1,1,0,179624,179624,0
412,paired,180329,157,0000000010,6,first,,,,,180329,180329,0
417,paired,181377,86,0000800000,8,second,,,,,181377,181377,0
413,paired,181785,157,0000000800,6,second,,,,,181785,181785,0
278,single,181922,109,0001000000,,,,,,,181922,181922,0
61,single,182508,27,0000000080,,,,,,,182508,182508,0
430,paired,185605,71,0000000400,15,first,,,,,185605,185605,0
336,single,185911,181,0000100000,,,,,,,185911,185911,0
431,paired,187808,71,0000000020,15,second,,,,,187808,187808,0
156,single,189786,165,0000200000,,,,,,,189786,189786,0
215,single,189959,153,0000000010,,,,,,,189959,189959,0
350,single,190133,90,0000080000,,,,,,,190133,190133,0
296,single,190576,166,0000000200,,,,,,,190576,190576,0
487,cluster,192172,171,0800040002,,,7,group_0_of_1,1,0,192172,192172,0
393,single,192678,82,0000010000,,,,,,,192678,192678,0
143,single,193046,91,0000001000,,,,,,,193046,193046,0
272,single,193797,89,0000008000,,,,,,,193797,193797,0
308,single,195133,220,0001000000,,,,,,,195133,195133,0
396,single,197538,226,0000010000,,,,,,,197538,197538,0
92,single,198488,31,0800000000,,,,,,,198488,198488,0
474,paired,200886,106,0800000000,37,first,,,,,200886,200886,0
475,paired,202850,106,0002000000,37,second,,,,,202850,202850,0
448,paired,204539,193,0008000000,24,first,,,,,204539,204539,0
385,single,205170,218,0008000000,,,,,,,205170,205170,0
153,single,205354,78,0000000100,,,,,,,205354,205354,0
75,single,205868,191,0020000000,,,,,,,205868,205868,0
141,single,206118,200,0000000100,,,,,,,206118,206118,0
449,paired,206865,193,0000000004,24,second,,,,,206865,206865,0
378,single,208797,102,0000004000,,,,,,,208797,208797,0
335,single,209981,68,2000000000,,,,,,,209981,209981,0
293,single,210206,62,0002000000,,,,,,,210206,210206,0
485,cluster,211790,88,4000500000,,,5,group_0_of_1,1,0,211790,211790,0
59,single,212988,246,0000000080,,,,,,,212988,212988,0
357,single,217541,178,0200000000,,,,,,,217541,217541,0
171,single,218370,86,0000000002,,,,,,,218370,218370,0
13,single,218793,118,0000200000,,,,,,,218793,218793,0
49,single,221094,149,0200000000,,,,,,,221094,221094,0
139,single,221532,57,1000000000,,,,,,,221532,221532,0
297,single,221776,165,0020000000,,,,,,,221776,221776,0
468,paired,221938,162,0800000000,34,first,,,,,221938,221938,0
469,paired,222612,162,0001000000,34,second,,,,,222612,222612,0
142,single,222927,203,0000001000,,,,,,,222927,222927,0
8,single,225042,218,0002000000,,,,,,,225042,225042,0
104,single,225353,136,0000002000,,,,,,,225353,225353,0
96,single,227893,214,0000000020,,,,,,,227893,227893,0
43,single,228635,114,0010000000,,,,,,,228635,228635,0
37,single,229031,186,0000000800,,,,,,,229031,229031,0
76,single,230874,194,0000000004,,,,,,,230874,230874,0
266,single,234993,144,0000000004,,,,,,,234993,234993,0
444,paired,235227,197,0000000800,22,first,,,,,235227,235227,0
445,paired,236026,197,0000100000,22,second,,,,,236026,236026,0
95,single,238368,129,0000800000,,,,,,,238368,238368,0
184,single,239515,15,0000000020,,,,,,,239515,239515,0
422,paired,241899,245,0000000001,11,first,,,,,241899,241899,0
178,single,242577,63,4000000000,,,,,,,242577,242577,0
77,single,242863,27,0000800000,,,,,,,242863,242863,0
