event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
18,cluster,4396,187,0000008000,,,6,group_0_of_3,3,0,4396,4396,0
19,cluster,4396,188,0000100000,,,6,group_1_of_3,3,0,4396,4396,0
20,cluster,4396,189,0800000000,,,6,group_2_of_3,3,0,4396,4396,0
24,cluster,5042,211,0000008000,,,8,group_0_of_3,3,0,5042,5042,0
25,cluster,5042,212,0000000004,,,8,group_1_of_3,3,0,5042,5042,0
26,cluster,5042,213,0080000000,,,8,group_2_of_3,3,0,5042,5042,0
36,cluster,7451,73,0200000000,,,12,group_0_of_3,3,0,7451,7451,0
37,cluster,7451,74,0000000800,,,12,group_1_of_3,3,0,7451,7451,0
38,cluster,7451,75,0000000080,,,12,group_2_of_3,3,0,7451,7451,0
39,cluster,8004,84,0000000800,,,13,group_0_of_3,3,0,8004,8004,0
40,cluster,8004,85,0040000000,,,13,group_1_of_3,3,0,8004,8004,0
41,cluster,8004,86,0000400000,,,13,group_2_of_3,3,0,8004,8004,0
27,cluster,8596,41,0000000200,,,9,group_0_of_3,3,0,8596,8596,0
28,cluster,8596,42,0001000000,,,9,group_1_of_3,3,0,8596,8596,0
29,cluster,8596,43,1000000000,,,9,group_2_of_3,3,0,8596,8596,0
42,cluster,9827,2,0400000000,,,14,group_0_of_3,3,0,9827,9827,0
43,cluster,9827,3,0000000004,,,14,group_1_of_3,3,0,9827,9827,0
44,cluster,9827,4,0000200000,,,14,group_2_of_3,3,0,9827,9827,0
21,cluster,14448,33,2000000000,,,7,group_0_of_3,3,0,14448,14448,0
22,cluster,14448,34,0000100000,,,7,group_1_of_3,3,0,14448,14448,0
23,cluster,14448,35,0100000000,,,7,group_2_of_3,3,0,14448,14448,0
12,cluster,14699,185,0000000100,,,4,group_0_of_3,3,0,14699,14699,0
13,cluster,14699,186,0020000000,,,4,group_1_of_3,3,0,14699,14699,0
14,cluster,14699,187,0000008000,,,4,group_2_of_3,3,0,14699,14699,0
3,cluster,14950,142,0000000400,,,1,group_0_of_3,3,0,14950,14950,0
4,cluster,14950,143,0000000004,,,1,group_1_of_3,3,0,14950,14950,0
5,cluster,14950,144,0200000000,,,1,group_2_of_3,3,0,14950,14950,0
6,cluster,16216,127,0000800000,,,2,group_0_of_3,3,0,16216,16216,0
7,cluster,16216,128,0000000004,,,2,group_1_of_3,3,0,16216,16216,0
8,cluster,16216,129,0004000000,,,2,group_2_of_3,3,0,16216,16216,0
51,cluster,17938,32,0000000400,,,17,group_0_of_3,3,0,17938,17938,0
52,cluster,17938,33,0080000000,,,17,group_1_of_3,3,0,17938,17938,0
53,cluster,17938,34,0020000000,,,17,group_2_of_3,3,0,17938,17938,0
57,cluster,18965,84,0800000000,,,19,group_0_of_3,3,0,18965,18965,0
58,cluster,18965,85,0010000000,,,19,group_1_of_3,3,0,18965,18965,0
59,cluster,18965,86,0000000040,,,19,group_2_of_3,3,0,18965,18965,0
0,cluster,20883,247,1000000000,,,0,group_0_of_3,3,0,20883,20883,0
1,cluster,20883,248,0000000001,,,0,group_1_of_3,3,0,20883,20883,0
2,cluster,20883,249,0000002000,,,0,group_2_of_3,3,0,20883,20883,0
48,cluster,21704,253,0000008000,,,16,group_0_of_3,3,0,21704,21704,0
49,cluster,21704,254,0200000000,,,16,group_1_of_3,3,0,21704,21704,0
50,cluster,21704,255,0000020000,,,16,group_2_of_3,3,0,21704,21704,0
9,cluster,41650,195,0004000000,,,3,group_0_of_3,3,0,41650,41650,0
10,cluster,41650,196,0000040000,,,3,group_1_of_3,3,0,41650,41650,0
11,cluster,41650,197,0000010000,,,3,group_2_of_3,3,0,41650,41650,0
45,cluster,45523,40,0000010000,,,15,group_0_of_3,3,0,45523,45523,0
46,cluster,45523,41,0010000000,,,15,group_1_of_3,3,0,45523,45523,0
47,cluster,45523,42,0002000000,,,15,group_2_of_3,3,0,45523,45523,0
54,cluster,45627,215,0400000000,,,18,group_0_of_3,3,0,45627,45627,0
55,cluster,45627,216,2000000000,,,18,group_1_of_3,3,0,45627,45627,0
56,cluster,45627,217,0000400000,,,18,group_2_of_3,3,0,45627,45627,0
30,cluster,48625,57,0000000040,,,10,group_0_of_3,3,0,48625,48625,0
31,cluster,48625,58,0010000000,,,10,group_1_of_3,3,0,48625,48625,0
32,cluster,48625,59,0000000400,,,10,group_2_of_3,3,0,48625,48625,0
15,cluster,48637,22,2000000000,,,5,group_0_of_3,3,0,48637,48637,0
16,cluster,48637,23,0000000001,,,5,group_1_of_3,3,0,48637,48637,0
17,cluster,48637,24,0000008000,,,5,group_2_of_3,3,0,48637,48637,0
33,cluster,48649,178,0008000000,,,11,group_0_of_3,3,0,48649,48649,0
34,cluster,48649,179,0004000000,,,11,group_1_of_3,3,0,48649,48649,0
35,cluster,48649,180,0010000000,,,11,group_2_of_3,3,0,48649,48649,0
