event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
12,cluster,275,10,0000000002,,,4,group_0_of_3,3,0,275,275,0
13,cluster,275,11,0020000000,,,4,group_1_of_3,3,0,275,275,0
14,cluster,275,12,0000200000,,,4,group_2_of_3,3,0,275,275,0
0,cluster,570,9,0000800000,,,0,group_0_of_3,3,0,570,570,0
1,cluster,570,10,0000001000,,,0,group_1_of_3,3,0,570,570,0
2,cluster,570,11,0000020000,,,0,group_2_of_3,3,0,570,570,0
6,cluster,754,5,0000400000,,,2,group_0_of_3,3,0,754,754,0
7,cluster,754,6,0000000020,,,2,group_1_of_3,3,0,754,754,0
8,cluster,754,7,0200000000,,,2,group_2_of_3,3,0,754,754,0
3,cluster,759,11,0000000080,,,1,group_0_of_3,3,0,759,759,0
4,cluster,759,12,0008000000,,,1,group_1_of_3,3,0,759,759,0
5,cluster,759,13,0000010000,,,1,group_2_of_3,3,0,759,759,0
9,cluster,1272,5,0000000200,,,3,group_0_of_3,3,0,1272,1272,0
10,cluster,1272,6,0000002000,,,3,group_1_of_3,3,0,1272,1272,0
11,cluster,1272,7,0000000010,,,3,group_2_of_3,3,0,1272,1272,0
