event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
42,cluster,2027,139,2000000000,,,14,group_0_of_3,3,0,2027,2027,0
43,cluster,2027,140,0000004000,,,14,group_1_of_3,3,0,2027,2027,0
44,cluster,2027,141,0000000040,,,14,group_2_of_3,3,0,2027,2027,0
18,cluster,5503,93,0010000000,,,6,group_0_of_3,3,0,5503,5503,0
19,cluster,5503,94,0004000000,,,6,group_1_of_3,3,0,5503,5503,0
20,cluster,5503,95,0200000000,,,6,group_2_of_3,3,0,5503,5503,0
27,cluster,8239,181,0020000000,,,9,group_0_of_3,3,0,8239,8239,0
28,cluster,8239,182,0000400000,,,9,group_1_of_3,3,0,8239,8239,0
29,cluster,8239,183,1000000000,,,9,group_2_of_3,3,0,8239,8239,0
39,cluster,11263,174,0000000001,,,13,group_0_of_3,3,0,11263,11263,0
40,cluster,11263,175,0000001000,,,13,group_1_of_3,3,0,11263,11263,0
41,cluster,11263,176,0000000040,,,13,group_2_of_3,3,0,11263,11263,0
48,cluster,13440,29,0000800000,,,16,group_0_of_3,3,0,13440,13440,0
49,cluster,13440,30,0000000800,,,16,group_1_of_3,3,0,13440,13440,0
50,cluster,13440,31,0000008000,,,16,group_2_of_3,3,0,13440,13440,0
12,cluster,15053,194,0008000000,,,4,group_0_of_3,3,0,15053,15053,0
13,cluster,15053,195,0200000000,,,4,group_1_of_3,3,0,15053,15053,0
14,cluster,15053,196,0000000400,,,4,group_2_of_3,3,0,15053,15053,0
36,cluster,17805,159,0000002000,,,12,group_0_of_3,3,0,17805,17805,0
37,cluster,17805,160,0080000000,,,12,group_1_of_3,3,0,17805,17805,0
38,cluster,17805,161,0100000000,,,12,group_2_of_3,3,0,17805,17805,0
9,cluster,19274,137,0000000004,,,3,group_0_of_3,3,0,19274,19274,0
10,cluster,19274,138,0000000002,,,3,group_1_of_3,3,0,19274,19274,0
11,cluster,19274,139,0000800000,,,3,group_2_of_3,3,0,19274,19274,0
15,cluster,20181,118,0000000002,,,5,group_0_of_3,3,0,20181,20181,0
16,cluster,20181,119,0000000800,,,5,group_1_of_3,3,0,20181,20181,0
17,cluster,20181,120,0000100000,,,5,group_2_of_3,3,0,20181,20181,0
6,cluster,21565,220,0002000000,,,2,group_0_of_3,3,0,21565,21565,0
7,cluster,21565,221,0100000000,,,2,group_1_of_3,3,0,21565,21565,0
8,cluster,21565,222,0000800000,,,2,group_2_of_3,3,0,21565,21565,0
51,cluster,27840,58,0000000010,,,17,group_0_of_3,3,0,27840,27840,0
52,cluster,27840,59,0000000002,,,17,group_1_of_3,3,0,27840,27840,0
53,cluster,27840,60,0000000004,,,17,group_2_of_3,3,0,27840,27840,0
30,cluster,32561,249,0000004000,,,10,group_0_of_3,3,0,32561,32561,0
31,cluster,32561,250,0000100000,,,10,group_1_of_3,3,0,32561,32561,0
32,cluster,32561,251,0000000400,,,10,group_2_of_3,3,0,32561,32561,0
54,cluster,32926,191,0000010000,,,18,group_0_of_3,3,0,32926,32926,0
55,cluster,32926,192,0000000100,,,18,group_1_of_3,3,0,32926,32926,0
56,cluster,32926,193,0000000400,,,18,group_2_of_3,3,0,32926,32926,0
57,cluster,33505,197,2000000000,,,19,group_0_of_3,3,0,33505,33505,0
58,cluster,33505,198,0000000004,,,19,group_1_of_3,3,0,33505,33505,0
59,cluster,33505,199,0000008000,,,19,group_2_of_3,3,0,33505,33505,0
3,cluster,33574,128,4000000000,,,1,group_0_of_3,3,0,33574,33574,0
4,cluster,33574,129,0000002000,,,1,group_1_of_3,3,0,33574,33574,0
5,cluster,33574,130,0000000004,,,1,group_2_of_3,3,0,33574,33574,0
45,cluster,34341,136,0000008000,,,15,group_0_of_3,3,0,34341,34341,0
46,cluster,34341,137,0000002000,,,15,group_1_of_3,3,0,34341,34341,0
47,cluster,34341,138,0000000008,,,15,group_2_of_3,3,0,34341,34341,0
33,cluster,43593,245,0000080000,,,11,group_0_of_3,3,0,43593,43593,0
34,cluster,43593,246,0100000000,,,11,group_1_of_3,3,0,43593,43593,0
35,cluster,43593,247,0800000000,,,11,group_2_of_3,3,0,43593,43593,0
21,cluster,46379,181,0000800000,,,7,group_0_of_3,3,0,46379,46379,0
22,cluster,46379,182,0010000000,,,7,group_1_of_3,3,0,46379,46379,0
23,cluster,46379,183,0000000400,,,7,group_2_of_3,3,0,46379,46379,0
0,cluster,48632,46,0000000020,,,0,group_0_of_3,3,0,48632,48632,0
1,cluster,48632,47,0000800000,,,0,group_1_of_3,3,0,48632,48632,0
2,cluster,48632,48,0000000400,,,0,group_2_of_3,3,0,48632,48632,0
24,cluster,48633,236,0200000000,,,8,group_0_of_3,3,0,48632,48633,1
25,cluster,48633,237,0000008000,,,8,group_1_of_3,3,0,48632,48633,1
26,cluster,48633,238,0080000000,,,8,group_2_of_3,3,0,48632,48633,1
