event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
6,cluster,4396,187,0800108000,,,6,group_0_of_1,1,0,4396,4396,0
8,cluster,5042,211,0080008004,,,8,group_0_of_1,1,0,5042,5042,0
12,cluster,7451,73,0200000880,,,12,group_0_of_1,1,0,7451,7451,0
13,cluster,8004,84,0040400800,,,13,group_0_of_1,1,0,8004,8004,0
9,cluster,8596,41,1001000200,,,9,group_0_of_1,1,0,8596,8596,0
14,cluster,9827,2,0400200004,,,14,group_0_of_1,1,0,9827,9827,0
7,cluster,14448,33,2100100000,,,7,group_0_of_1,1,0,14448,14448,0
4,cluster,14699,185,0020008100,,,4,group_0_of_1,1,0,14699,14699,0
1,cluster,14950,142,0200000404,,,1,group_0_of_1,1,0,14950,14950,0
2,cluster,16216,127,0004800004,,,2,group_0_of_1,1,0,16216,16216,0
17,cluster,17938,32,00a0000400,,,17,group_0_of_1,1,0,17938,17938,0
19,cluster,18965,84,0810000040,,,19,group_0_of_1,1,0,18965,18965,0
0,cluster,20883,247,1000002001,,,0,group_0_of_1,1,0,20883,20883,0
16,cluster,21704,253,0200028000,,,16,group_0_of_1,1,0,21704,21704,0
3,cluster,41650,195,0004050000,,,3,group_0_of_1,1,0,41650,41650,0
15,cluster,45523,40,0012010000,,,15,group_0_of_1,1,0,45523,45523,0
18,cluster,45627,215,2400400000,,,18,group_0_of_1,1,0,45627,45627,0
10,cluster,48625,57,0010000440,,,10,group_0_of_1,1,0,48625,48625,0
5,cluster,48637,22,2000008001,,,5,group_0_of_1,1,0,48637,48637,0
11,cluster,48649,178,001c000000,,,11,group_0_of_1,1,0,48649,48649,0
