event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
41,single,70,51,0000800000,,,,,,,70,70,0
362,single,436,147,0000000008,,,,,,,436,436,0
418,paired,985,183,0000008000,9,first,,,,,985,985,0
289,single,1307,238,0000008000,,,,,,,1307,1307,0
231,single,1412,33,0000000002,,,,,,,1412,1412,0
363,single,1649,48,0080000000,,,,,,,1649,1649,0
462,paired,2364,243,4000000000,31,first,,,,,2364,2364,0
333,single,2424,238,0000000020,,,,,,,2424,2424,0
235,single,3335,77,4000000000,,,,,,,3335,3335,0
463,paired,3408,243,0000000008,31,second,,,,,3408,3408,0
419,paired,3557,183,0000080000,9,second,,,,,3557,3557,0
385,single,4683,113,0100000000,,,,,,,4683,4683,0
321,single,5182,76,0010000000,,,,,,,5182,5182,0
268,single,6622,100,0002000000,,,,,,,6622,6622,0
444,paired,7404,169,0000000040,22,first,,,,,7404,7404,0
356,single,7522,144,0000000008,,,,,,,7522,7522,0
445,paired,8120,169,0100000000,22,second,,,,,8120,8120,0
48,single,8245,185,0000000200,,,,,,,8245,8245,0
296,single,9242,56,0000001000,,,,,,,9242,9242,0
82,single,9835,226,0000100000,,,,,,,9835,9835,0
138,single,10966,184,0000000040,,,,,,,10966,10966,0
359,single,10995,50,0000400000,,,,,,,10995,10995,0
190,single,11336,250,0000000001,,,,,,,11336,11336,0
353,single,11921,44,0000040000,,,,,,,11921,11921,0
472,paired,12036,220,1000000000,36,first,,,,,12036,12036,0
126,single,12086,111,0000400000,,,,,,,12086,12086,0
258,single,13011,72,0000000004,,,,,,,13011,13011,0
396,single,13219,111,0000000400,,,,,,,13219,13219,0
253,single,13923,119,0000000080,,,,,,,13923,13923,0
473,paired,14363,220,2000000000,36,second,,,,,14363,14363,0
131,single,14387,153,0000080000,,,,,,,14387,14387,0
123,single,15575,80,0000020000,,,,,,,15575,15575,0
306,single,16685,231,0800000000,,,,,,,16685,16685,0
173,single,16836,65,0000000400,,,,,,,16836,16836,0
223,single,16938,100,0000800000,,,,,,,16938,16938,0
254,single,17282,99,0000000010,,,,,,,17282,17282,0
214,single,17730,94,0002000000,,,,,,,17730,17730,0
278,single,18242,198,0000000020,,,,,,,18242,18242,0
317,single,18594,181,0000080000,,,,,,,18594,18594,0
121,single,18972,195,0100000000,,,,,,,18972,18972,0
74,single,21049,181,0020000000,,,,,,,21049,21049,0
79,single,21333,247,0000000040,,,,,,,21333,21333,0
39,single,21496,106,0010000000,,,,,,,21496,21496,0
239,single,22430,246,0800000000,,,,,,,22430,22430,0
249,single,22457,125,0100000000,,,,,,,22457,22457,0
165,single,22516,39,0000800000,,,,,,,22516,22516,0
120,single,24351,220,0000000400,,,,,,,24351,24351,0
1,single,24880,48,0000800000,,,,,,,24880,24880,0
88,single,24909,219,0000000010,,,,,,,24909,24909,0
191,single,25085,239,0010000000,,,,,,,25085,25085,0
178,single,25667,254,0800000000,,,,,,,25667,25667,0
147,single,26403,169,0000010000,,,,,,,26403,26403,0
262,single,26560,253,0800000000,,,,,,,26560,26560,0
295,single,27219,193,0000000100,,,,,,,27219,27219,0
28,single,27423,205,0800000000,,,,,,,27423,27423,0
100,single,28435,20,0000000800,,,,,,,28435,28435,0
