event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
27,cluster,3865,159,0000001000,,,9,group_0_of_3,3,0,3865,3865,0
28,cluster,3865,160,0001000000,,,9,group_1_of_3,3,0,3865,3865,0
29,cluster,3865,161,0040000000,,,9,group_2_of_3,3,0,3865,3865,0
36,cluster,4173,27,0000000800,,,12,group_0_of_3,3,0,4173,4173,0
37,cluster,4173,28,0008000000,,,12,group_1_of_3,3,0,4173,4173,0
38,cluster,4173,29,4000000000,,,12,group_2_of_3,3,0,4173,4173,0
3,cluster,4737,191,0000100000,,,1,group_0_of_3,3,0,4737,4737,0
4,cluster,4737,192,0000000002,,,1,group_1_of_3,3,0,4737,4737,0
5,cluster,4737,193,0000020000,,,1,group_2_of_3,3,0,4737,4737,0
30,cluster,6859,6,0000001000,,,10,group_0_of_3,3,0,6859,6859,0
31,cluster,6859,7,0000000400,,,10,group_1_of_3,3,0,6859,6859,0
32,cluster,6859,8,0000000002,,,10,group_2_of_3,3,0,6859,6859,0
51,cluster,7596,96,0000010000,,,17,group_0_of_3,3,0,7596,7596,0
52,cluster,7596,97,0100000000,,,17,group_1_of_3,3,0,7596,7596,0
53,cluster,7596,98,0010000000,,,17,group_2_of_3,3,0,7596,7596,0
24,cluster,8726,45,0100000000,,,8,group_0_of_3,3,0,8726,8726,0
25,cluster,8726,46,0200000000,,,8,group_1_of_3,3,0,8726,8726,0
26,cluster,8726,47,0000001000,,,8,group_2_of_3,3,0,8726,8726,0
54,cluster,9881,210,0004000000,,,18,group_0_of_3,3,0,9881,9881,0
55,cluster,9881,211,0080000000,,,18,group_1_of_3,3,0,9881,9881,0
56,cluster,9881,212,0000020000,,,18,group_2_of_3,3,0,9881,9881,0
12,cluster,11104,128,0010000000,,,4,group_0_of_3,3,0,11104,11104,0
13,cluster,11104,129,0000000040,,,4,group_1_of_3,3,0,11104,11104,0
14,cluster,11104,130,0000001000,,,4,group_2_of_3,3,0,11104,11104,0
45,cluster,13566,209,0000000020,,,15,group_0_of_3,3,0,13566,13566,0
46,cluster,13566,210,0000001000,,,15,group_1_of_3,3,0,13566,13566,0
47,cluster,13566,211,0000020000,,,15,group_2_of_3,3,0,13566,13566,0
48,cluster,14473,9,0000000002,,,16,group_0_of_3,3,0,14473,14473,0
49,cluster,14473,10,0400000000,,,16,group_1_of_3,3,0,14473,14473,0
50,cluster,14473,11,0000000080,,,16,group_2_of_3,3,0,14473,14473,0
6,cluster,16157,211,0400000000,,,2,group_0_of_3,3,0,16157,16157,0
7,cluster,16157,212,0000000040,,,2,group_1_of_3,3,0,16157,16157,0
8,cluster,16157,213,0000001000,,,2,group_2_of_3,3,0,16157,16157,0
9,cluster,20358,45,0008000000,,,3,group_0_of_3,3,0,20358,20358,0
10,cluster,20358,46,0000200000,,,3,group_1_of_3,3,0,20358,20358,0
11,cluster,20358,47,0000000020,,,3,group_2_of_3,3,0,20358,20358,0
57,cluster,22967,251,0000000200,,,19,group_0_of_3,3,0,22967,22967,0
58,cluster,22967,252,0001000000,,,19,group_1_of_3,3,0,22967,22967,0
59,cluster,22967,253,0080000000,,,19,group_2_of_3,3,0,22967,22967,0
21,cluster,25559,185,0000008000,,,7,group_0_of_3,3,0,25559,25559,0
22,cluster,25559,186,4000000000,,,7,group_1_of_3,3,0,25559,25559,0
23,cluster,25559,187,0008000000,,,7,group_2_of_3,3,0,25559,25559,0
33,cluster,25739,191,0001000000,,,11,group_0_of_3,3,0,25739,25739,0
34,cluster,25739,192,0200000000,,,11,group_1_of_3,3,0,25739,25739,0
35,cluster,25739,193,0000040000,,,11,group_2_of_3,3,0,25739,25739,0
15,cluster,30802,49,0000000004,,,5,group_0_of_3,3,0,30802,30802,0
16,cluster,30802,50,2000000000,,,5,group_1_of_3,3,0,30802,30802,0
17,cluster,30802,51,0000001000,,,5,group_2_of_3,3,0,30802,30802,0
39,cluster,33788,49,0010000000,,,13,group_0_of_3,3,0,33788,33788,0
40,cluster,33788,50,0000008000,,,13,group_1_of_3,3,0,33788,33788,0
41,cluster,33788,51,0000000020,,,13,group_2_of_3,3,0,33788,33788,0
0,cluster,37117,248,0000010000,,,0,group_0_of_3,3,0,37117,37117,0
1,cluster,37117,249,0000000004,,,0,group_1_of_3,3,0,37117,37117,0
2,cluster,37117,250,0000000001,,,0,group_2_of_3,3,0,37117,37117,0
18,cluster,38499,249,0000001000,,,6,group_0_of_3,3,0,38499,38499,0
19,cluster,38499,250,0100000000,,,6,group_1_of_3,3,0,38499,38499,0
20,cluster,38499,251,1000000000,,,6,group_2_of_3,3,0,38499,38499,0
42,cluster,45079,228,0001000000,,,14,group_0_of_3,3,0,45079,45079,0
43,cluster,45079,229,0000000010,,,14,group_1_of_3,3,0,45079,45079,0
44,cluster,45079,230,0200000000,,,14,group_2_of_3,3,0,45079,45079,0
