event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
6,single,2959,137,0040000000,,,,,,,2959,2959,0
54,single,3103,220,1000000000,,,,,,,3103,3103,0
65,single,3176,35,0040000000,,,,,,,3176,3176,0
55,single,3394,61,0000000400,,,,,,,3394,3394,0
73,single,3624,161,0004000000,,,,,,,3624,3624,0
76,single,4925,114,0008000000,,,,,,,4925,4925,0
88,paired,5985,54,0800000000,4,first,,,,,5985,5985,0
89,paired,6249,54,0000000040,4,second,,,,,6249,6249,0
58,single,8245,31,0000400000,,,,,,,8245,8245,0
70,single,8404,194,0000000020,,,,,,,8404,8404,0
47,single,8539,138,0020000000,,,,,,,8539,8539,0
77,single,8579,166,0000800000,,,,,,,8579,8579,0
67,single,10122,179,0001000000,,,,,,,10122,10122,0
40,single,11871,49,0000000040,,,,,,,11871,11871,0
118,paired,11994,70,0000000800,19,first,,,,,11994,11994,0
119,paired,12281,70,0000000004,19,second,,,,,12281,12281,0
104,paired,12535,118,0400000000,12,first,,,,,12535,12535,0
50,single,12553,222,0800000000,,,,,,,12553,12553,0
105,paired,12787,118,0000040000,12,second,,,,,12787,12787,0
59,single,13618,61,0000000400,,,,,,,13618,13618,0
39,single,13710,122,0000100000,,,,,,,13710,13710,0
44,single,13844,17,0200000000,,,,,,,13844,13844,0
4,single,14177,199,0000000001,,,,,,,14177,14177,0
96,paired,14344,82,0004000000,8,first,,,,,14344,14344,0
0,single,14485,189,4000000000,,,,,,,14485,14485,0
110,paired,14529,73,0004000000,15,first,,,,,14529,14529,0
97,paired,14532,82,1000000000,8,second,,,,,14532,14532,0
60,single,14563,65,0000000001,,,,,,,14563,14563,0
111,paired,14681,73,0040000000,15,second,,,,,14681,14681,0
75,single,14881,138,2000000000,,,,,,,14881,14881,0
34,single,15193,152,2000000000,,,,,,,15193,15193,0
2,single,15596,98,0040000000,,,,,,,15596,15596,0
69,single,15905,219,0000000080,,,,,,,15905,15905,0
16,single,16011,32,0040000000,,,,,,,16011,16011,0
108,paired,16072,102,0000000800,14,first,,,,,16072,16072,0
109,paired,16137,102,1000000000,14,second,,,,,16137,16137,0
27,single,16265,154,0008000000,,,,,,,16265,16265,0
19,single,16738,60,0000000004,,,,,,,16738,16738,0
22,single,17985,55,4000000000,,,,,,,17985,17985,0
36,single,18267,135,0000080000,,,,,,,18267,18267,0
25,single,18382,193,0001000000,,,,,,,18382,18382,0
80,paired,18809,2,0040000000,0,first,,,,,18809,18809,0
81,paired,19056,2,0000000200,0,second,,,,,19056,19056,0
21,single,19871,120,0000000004,,,,,,,19871,19871,0
29,single,20496,161,0000000002,,,,,,,20496,20496,0
46,single,20580,176,2000000000,,,,,,,20580,20580,0
48,single,21046,148,0004000000,,,,,,,21046,21046,0
30,single,23279,30,0000200000,,,,,,,23279,23279,0
94,paired,24759,214,0000000020,7,first,,,,,24759,24759,0
95,paired,24972,214,0001000000,7,second,,,,,24972,24972,0
11,single,26753,179,0400000000,,,,,,,26753,26753,0
26,single,29717,52,0100000000,,,,,,,29717,29717,0
31,single,30213,180,4000000000,,,,,,,30213,30213,0
1,single,30930,6,0040000000,,,,,,,30930,30930,0
61,single,32205,204,0000000008,,,,,,,32205,32205,0
10,single,32985,223,0000080000,,,,,,,32985,32985,0
56,single,33928,10,0200000000,,,,,,,33928,33928,0
63,single,35822,242,0000100000,,,,,,,35822,35822,0
23,single,37588,208,0000040000,,,,,,,37588,37588,0
