event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
14,cluster,1275,106,0100a00000,,,14,group_0_of_1,1,0,1275,1275,0
7,cluster,2255,1,4000200010,,,7,group_0_of_1,1,0,2255,2255,0
4,cluster,4168,2,0000042400,,,4,group_0_of_1,1,0,4168,4168,0
3,cluster,5772,81,0010000110,,,3,group_0_of_1,1,0,5772,5772,0
13,cluster,7591,55,2000840000,,,13,group_0_of_1,1,0,7591,7591,0
6,cluster,8514,212,0000010600,,,6,group_0_of_1,1,0,8514,8514,0
8,cluster,9005,246,0040100800,,,8,group_0_of_1,1,0,9005,9005,0
5,cluster,9183,104,0001001800,,,5,group_0_of_1,1,0,9183,9183,0
19,cluster,14646,74,008000000c,,,19,group_0_of_1,1,0,14646,14646,0
9,cluster,15394,29,0000410002,,,9,group_0_of_1,1,0,15394,15394,0
2,cluster,19250,6,0004022000,,,2,group_0_of_1,1,0,19250,19250,0
0,cluster,24284,14,0020008008,,,0,group_0_of_1,1,0,24284,24284,0
16,cluster,29351,90,0000080220,,,16,group_0_of_1,1,0,29351,29351,0
12,cluster,34343,176,0300400000,,,12,group_0_of_1,1,0,34343,34343,0
11,cluster,39435,23,0000001880,,,11,group_0_of_1,1,0,39435,39435,0
10,cluster,39827,214,2001800000,,,10,group_0_of_1,1,0,39827,39827,0
1,cluster,45891,190,0041008000,,,1,group_0_of_1,1,0,45891,45891,0
15,cluster,47244,141,0400080020,,,15,group_0_of_1,1,0,47244,47244,0
18,cluster,47823,121,4000410000,,,18,group_0_of_1,1,0,47823,47823,0
17,cluster,49607,24,4400000020,,,17,group_0_of_1,1,0,49607,49607,0
