event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
9,cluster,1755,32,0001000000,,,3,group_0_of_3,3,0,1755,1755,0
10,cluster,1755,33,0000000040,,,3,group_1_of_3,3,0,1755,1755,0
11,cluster,1755,34,0000040000,,,3,group_2_of_3,3,0,1755,1755,0
18,cluster,1873,251,0000000100,,,6,group_0_of_3,3,0,1873,1873,0
19,cluster,1873,252,0000000002,,,6,group_1_of_3,3,0,1873,1873,0
20,cluster,1873,253,0000008000,,,6,group_2_of_3,3,0,1873,1873,0
54,cluster,3425,13,0001000000,,,18,group_0_of_3,3,0,3425,3425,0
55,cluster,3425,14,0800000000,,,18,group_1_of_3,3,0,3425,3425,0
56,cluster,3425,15,0008000000,,,18,group_2_of_3,3,0,3425,3425,0
12,cluster,6410,215,0000000020,,,4,group_0_of_3,3,0,6410,6410,0
13,cluster,6410,216,0000020000,,,4,group_1_of_3,3,0,6410,6410,0
14,cluster,6410,217,0000002000,,,4,group_2_of_3,3,0,6410,6410,0
51,cluster,6832,166,0000000020,,,17,group_0_of_3,3,0,6832,6832,0
52,cluster,6832,167,0000080000,,,17,group_1_of_3,3,0,6832,6832,0
53,cluster,6832,168,0000040000,,,17,group_2_of_3,3,0,6832,6832,0
36,cluster,8092,137,1000000000,,,12,group_0_of_3,3,0,8092,8092,0
37,cluster,8092,138,0000000004,,,12,group_1_of_3,3,0,8092,8092,0
38,cluster,8092,139,0000000080,,,12,group_2_of_3,3,0,8092,8092,0
3,cluster,10227,41,0000200000,,,1,group_0_of_3,3,0,10227,10227,0
4,cluster,10227,42,0800000000,,,1,group_1_of_3,3,0,10227,10227,0
5,cluster,10227,43,0000000004,,,1,group_2_of_3,3,0,10227,10227,0
15,cluster,12376,22,0000001000,,,5,group_0_of_3,3,0,12376,12376,0
16,cluster,12376,23,0000000001,,,5,group_1_of_3,3,0,12376,12376,0
17,cluster,12376,24,0004000000,,,5,group_2_of_3,3,0,12376,12376,0
21,cluster,13504,1,0000000080,,,7,group_0_of_3,3,0,13504,13504,0
22,cluster,13504,2,2000000000,,,7,group_1_of_3,3,0,13504,13504,0
23,cluster,13504,3,0000001000,,,7,group_2_of_3,3,0,13504,13504,0
45,cluster,14472,101,1000000000,,,15,group_0_of_3,3,0,14472,14472,0
46,cluster,14472,102,0000000002,,,15,group_1_of_3,3,0,14472,14472,0
47,cluster,14472,103,0001000000,,,15,group_2_of_3,3,0,14472,14472,0
0,cluster,14969,136,0000000100,,,0,group_0_of_3,3,0,14969,14969,0
1,cluster,14969,137,0000000800,,,0,group_1_of_3,3,0,14969,14969,0
2,cluster,14969,138,0000000001,,,0,group_2_of_3,3,0,14969,14969,0
57,cluster,16623,33,0008000000,,,19,group_0_of_3,3,0,16623,16623,0
58,cluster,16623,34,0000004000,,,19,group_1_of_3,3,0,16623,16623,0
59,cluster,16623,35,0000000040,,,19,group_2_of_3,3,0,16623,16623,0
27,cluster,19024,43,1000000000,,,9,group_0_of_3,3,0,19024,19024,0
28,cluster,19024,44,0080000000,,,9,group_1_of_3,3,0,19024,19024,0
29,cluster,19024,45,0400000000,,,9,group_2_of_3,3,0,19024,19024,0
33,cluster,30811,88,4000000000,,,11,group_0_of_3,3,0,30811,30811,0
34,cluster,30811,89,0000000004,,,11,group_1_of_3,3,0,30811,30811,0
35,cluster,30811,90,0000000008,,,11,group_2_of_3,3,0,30811,30811,0
6,cluster,32794,231,0008000000,,,2,group_0_of_3,3,0,32794,32794,0
7,cluster,32794,232,0000000400,,,2,group_1_of_3,3,0,32794,32794,0
8,cluster,32794,233,0000008000,,,2,group_2_of_3,3,0,32794,32794,0
42,cluster,33575,177,0000000080,,,14,group_0_of_3,3,0,33575,33575,0
43,cluster,33575,178,2000000000,,,14,group_1_of_3,3,0,33575,33575,0
44,cluster,33575,179,0000800000,,,14,group_2_of_3,3,0,33575,33575,0
48,cluster,37589,0,0008000000,,,16,group_0_of_3,3,0,37589,37589,0
49,cluster,37589,1,0000000080,,,16,group_1_of_3,3,0,37589,37589,0
50,cluster,37589,2,0000002000,,,16,group_2_of_3,3,0,37589,37589,0
39,cluster,42650,121,0000000400,,,13,group_0_of_3,3,0,42650,42650,0
40,cluster,42650,122,0100000000,,,13,group_1_of_3,3,0,42650,42650,0
41,cluster,42650,123,0000000004,,,13,group_2_of_3,3,0,42650,42650,0
24,cluster,45358,169,0000000001,,,8,group_0_of_3,3,0,45358,45358,0
25,cluster,45358,170,0000000020,,,8,group_1_of_3,3,0,45358,45358,0
26,cluster,45358,171,0000000100,,,8,group_2_of_3,3,0,45358,45358,0
30,cluster,47522,35,0002000000,,,10,group_0_of_3,3,0,47522,47522,0
31,cluster,47522,36,0000001000,,,10,group_1_of_3,3,0,47522,47522,0
32,cluster,47522,37,0000000020,,,10,group_2_of_3,3,0,47522,47522,0
