event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
15,cluster,488,175,1008000400,,,15,group_0_of_1,1,0,488,488,0
7,cluster,2230,250,2000001200,,,7,group_0_of_1,1,0,2230,2230,0
9,cluster,4429,160,0180400000,,,9,group_0_of_1,1,0,4429,4429,0
1,cluster,4480,205,00a0000002,,,1,group_0_of_1,1,0,4480,4480,0
0,cluster,6963,64,0000001024,,,0,group_0_of_1,1,0,6963,6963,0
3,cluster,7145,136,0244000000,,,3,group_0_of_1,1,0,7145,7145,0
12,cluster,8420,136,0008010004,,,12,group_0_of_1,1,0,8420,8420,0
13,cluster,11654,89,0002000480,,,13,group_0_of_1,1,0,11654,11654,0
5,cluster,12015,55,0000208008,,,5,group_0_of_1,1,0,12015,12015,0
17,cluster,13232,147,0000000064,,,17,group_0_of_1,1,0,13232,13232,0
2,cluster,14541,98,0082000020,,,2,group_0_of_1,1,0,14541,14541,0
8,cluster,14673,146,0808400000,,,8,group_0_of_1,1,0,14673,14673,0
11,cluster,17337,112,0000408001,,,11,group_0_of_1,1,0,17337,17337,0
10,cluster,24342,76,0200440000,,,10,group_0_of_1,1,0,24342,24342,0
18,cluster,26884,78,0180000200,,,18,group_0_of_1,1,0,26884,26884,0
6,cluster,29927,106,6000000200,,,6,group_0_of_1,1,0,29927,29927,0
4,cluster,45992,58,0000010050,,,4,group_0_of_1,1,0,45992,45992,0
16,cluster,46261,209,1014000000,,,16,group_0_of_1,1,0,46261,46261,0
14,cluster,48617,103,0000080480,,,14,group_0_of_1,1,0,48617,48617,0
19,cluster,48646,97,0000200102,,,19,group_0_of_1,1,0,48646,48646,0
