212,5,0004000000
215,15,0000020000
289,5,0000000008
368,5,0000000080
443,15,0000800000
459,5,0001000000
550,15,0000000010
562,7,0000000100
566,11,0001000000
629,3,1000000000
682,10,0200000008
815,5,0000004000
857,2,0000000008
974,13,0000002000
1271,9,0400000000
1391,9,0000000040
1677,3,0000020000
1947,1,0000004000
1958,14,0020000000
1993,13,0000000200
2126,2,0002000000
2159,14,0000200000
2186,4,0000000004
2196,11,0000008000
2264,10,0000000008
2411,2,0000000004
2539,10,0000100000
2708,14,0002000000
2995,2,0020000000
3090,2,0000000001
3217,7,0000008000
3309,7,0001000000
3471,13,0040000000
3615,5,0000000002
3644,2,0002000000
3766,5,0000002000
3830,14,0008000000
3846,3,4000000000
3957,9,0000000004
4013,10,4000000000
4142,1,0000000104
4184,4,0000000080
4230,8,0080002000
4278,2,0000400000
4338,11,0000000800
4374,10,0000000004
4521,14,0000000800
4554,12,0000001000
4587,12,0000000008
4685,1,0000000200
4884,4,0020000000
4903,5,0000000800
5132,10,0008000000
5220,7,0000800000
5287,2,0000000200
5315,15,0020000000
5365,12,0010000000
5458,4,0000100100
5685,0,0000000100
5809,13,0000000004
5902,0,0000000001
5934,0,0002000000
5937,13,0000001000
5947,15,1000000000
6036,15,0000008000
6054,15,0000000400
6165,0,0000002000
6244,9,0000004000
6286,5,0100200000
6296,5,0000008000
6429,15,0000000002
6562,3,4000000000
6568,8,0040000000
6581,3,0002000000
6607,6,0000000200
6622,7,0000100000
6668,10,0000000800
6674,1,0200000000
6682,6,0000080000
6725,1,1000000000
6732,10,0000000008
6772,3,0000000080
6793,7,0000000040
6824,1,2080000000
6826,15,0000080000
6830,11,4000000000
6856,7,0100000000
6985,4,0020000000
7018,15,0020000000
7026,12,0000000400
7045,4,0000000002
7079,0,1000000000
7081,1,4000000000
7082,6,0000020000
7083,2,0002000000
7084,11,0008000000
7085,15,4000000000
7093,14,0000040000
7094,5,0000000400
7097,14,0001000000
7132,5,0000000002
7212,0,0000010000
7325,4,0000800000
7387,13,0000008000
7402,9,0000000900
7677,14,0001000000
7854,7,0400000000
7860,3,0000800010
8002,7,0000040000
8062,0,2000000000
8121,4,0002000002
8298,10,0000010000
8433,2,0000000008
8772,13,0400000000
8773,13,0000200000
8878,9,0000400000
8879,15,0000000020
8996,9,0000000400
9083,15,0010000000
9085,9,0000000010
9144,6,1000000000
9162,4,0000000008
9384,4,4000000000
9586,14,0000000400
9602,2,4000000000
9660,1,0000000004
9669,7,0000020000
9749,11,0008000000
9780,14,0200000000
9851,13,0040004000
