event_id,event_type,time_cycle,address,fault_mask,pair_id,pair_role,cluster_id,cluster_role,cluster_interleave_depth,cluster_injection_skew,preferred_cycle,actual_cycle,cycle_shift
333,single,887,53,0008000000,,,,,,,887,887,0
170,single,1904,219,0000000004,,,,,,,1904,1904,0
536,cluster,2786,9,2200000000,,,28,group_0_of_2,2,0,2786,2786,0
537,cluster,2787,10,0002000000,,,28,group_1_of_2,2,1,2787,2787,0
362,single,3814,192,0000000002,,,,,,,3814,3814,0
1,single,5426,251,0000020000,,,,,,,5426,5426,0
162,single,6267,21,0000000200,,,,,,,6267,6267,0
504,cluster,6347,205,3000000000,,,12,group_0_of_2,2,0,6347,6347,0
505,cluster,6348,206,0000200000,,,12,group_1_of_2,2,1,6348,6348,0
300,single,8088,248,0020000000,,,,,,,8088,8088,0
274,single,8206,34,0800000000,,,,,,,8206,8206,0
395,single,8825,42,0000000800,,,,,,,8825,8825,0
101,single,9777,91,0000000080,,,,,,,9777,9777,0
118,single,9820,78,0010000000,,,,,,,9820,9820,0
158,single,9990,160,0000000004,,,,,,,9990,9990,0
242,single,10179,250,0001000000,,,,,,,10179,10179,0
352,single,11725,133,0000000020,,,,,,,11725,11725,0
197,single,11770,210,0800000000,,,,,,,11770,11770,0
302,single,11931,87,0000000010,,,,,,,11931,11931,0
13,single,12876,154,4000000000,,,,,,,12876,12876,0
249,single,15234,214,0000000008,,,,,,,15234,15234,0
8,single,15288,120,0000000100,,,,,,,15288,15288,0
4,single,15370,181,0001000000,,,,,,,15370,15370,0
246,single,16099,40,0000400000,,,,,,,16099,16099,0
80,single,17013,51,1000000000,,,,,,,17013,17013,0
259,single,17916,3,0100000000,,,,,,,17916,17916,0
207,single,18320,86,1000000000,,,,,,,18320,18320,0
530,cluster,18321,105,0000000204,,,25,group_0_of_2,2,0,18321,18321,0
531,cluster,18322,106,0000000100,,,25,group_1_of_2,2,1,18322,18322,0
452,paired,18461,205,0000000020,26,first,,,,,18461,18461,0
125,single,18893,171,0200000000,,,,,,,18893,18893,0
187,single,20353,33,0000020000,,,,,,,20353,20353,0
462,paired,20454,82,0000080000,31,first,,,,,20454,20454,0
114,single,20836,7,0000002000,,,,,,,20836,20836,0
453,paired,20873,205,0000040000,26,second,,,,,20873,20873,0
321,single,22874,137,0000000800,,,,,,,22874,22874,0
463,paired,22957,82,0000010000,31,second,,,,,22957,22957,0
129,single,23405,233,0008000000,,,,,,,23405,23405,0
200,single,24043,149,0000400000,,,,,,,24043,24043,0
254,single,24104,181,0000020000,,,,,,,24104,24104,0
50,single,24159,45,0000000008,,,,,,,24159,24159,0
293,single,24504,73,4000000000,,,,,,,24504,24504,0
250,single,26062,23,0004000000,,,,,,,26062,26062,0
182,single,26760,1,4000000000,,,,,,,26760,26760,0
44,single,27145,218,0000002000,,,,,,,27145,27145,0
175,single,28122,44,0000008000,,,,,,,28122,28122,0
422,paired,28391,141,0040000000,11,first,,,,,28391,28391,0
423,paired,29241,141,0400000000,11,second,,,,,29241,29241,0
243,single,30088,241,0000000010,,,,,,,30088,30088,0
33,single,31193,232,0080000000,,,,,,,31193,31193,0
258,single,31528,113,0000100000,,,,,,,31528,31528,0
379,single,31702,85,0000008000,,,,,,,31702,31702,0
308,single,33362,87,0000000100,,,,,,,33362,33362,0
311,single,33504,39,4000000000,,,,,,,33504,33504,0
331,single,34450,217,0004000000,,,,,,,34450,34450,0
444,paired,34806,149,0001000000,22,first,,,,,34806,34806,0
186,single,35605,47,0000008000,,,,,,,35605,35605,0
273,single,35929,30,0000000010,,,,,,,35929,35929,0
445,paired,36503,149,0008000000,22,second,,,,,36503,36503,0
288,single,37045,214,0002000000,,,,,,,37045,37045,0
221,single,37583,131,0008000000,,,,,,,37583,37583,0
279,single,37638,119,0000008000,,,,,,,37638,37638,0
310,single,38746,37,0000000008,,,,,,,38746,38746,0
341,single,39699,167,0000200000,,,,,,,39699,39699,0
144,single,39786,37,0001000000,,,,,,,39786,39786,0
328,single,39845,240,0000000080,,,,,,,39845,39845,0
127,single,42008,187,0008000000,,,,,,,42008,42008,0
238,single,43336,124,0000000010,,,,,,,43336,43336,0
261,single,43549,139,0000004000,,,,,,,43549,43549,0
227,single,44070,150,0100000000,,,,,,,44070,44070,0
386,single,45458,67,0000000010,,,,,,,45458,45458,0
34,single,45483,228,0000200000,,,,,,,45483,45483,0
296,single,45497,106,0002000000,,,,,,,45497,45497,0
19,single,46763,91,0000000080,,,,,,,46763,46763,0
73,single,47366,241,0010000000,,,,,,,47366,47366,0
113,single,47462,28,4000000000,,,,,,,47462,47462,0
115,single,47701,214,0000000200,,,,,,,47701,47701,0
375,single,49381,15,0000400000,,,,,,,49381,49381,0
12,single,50431,211,0000008000,,,,,,,50431,50431,0
272,single,50977,185,0000800000,,,,,,,50977,50977,0
206,single,51242,65,0000000008,,,,,,,51242,51242,0
286,single,51406,50,0000000200,,,,,,,51406,51406,0
406,paired,52486,28,0004000000,3,first,,,,,52486,52486,0
397,single,53231,74,0000100000,,,,,,,53231,53231,0
62,single,53715,27,0000004000,,,,,,,53715,53715,0
301,single,53920,229,0000008000,,,,,,,53920,53920,0
407,paired,54352,28,0000100000,3,second,,,,,54352,54352,0
378,single,54616,250,0000000004,,,,,,,54616,54616,0
85,single,54892,215,0000000200,,,,,,,54892,54892,0
6,single,55373,185,0000000100,,,,,,,55373,55373,0
108,single,55809,6,0000000200,,,,,,,55809,55809,0
228,single,56449,53,0000000200,,,,,,,56449,56449,0
137,single,56683,187,0001000000,,,,,,,56683,56683,0
418,paired,58854,137,0100000000,9,first,,,,,58854,58854,0
364,single,59371,16,0100000000,,,,,,,59371,59371,0
419,paired,59495,137,0000000004,9,second,,,,,59495,59495,0
365,single,59880,211,0002000000,,,,,,,59880,59880,0
169,single,60303,147,0000001000,,,,,,,60303,60303,0
508,cluster,60740,104,0002100000,,,14,group_0_of_2,2,0,60740,60740,0
509,cluster,60741,105,1000000000,,,14,group_1_of_2,2,1,60741,60741,0
414,paired,60782,153,0200000000,7,first,,,,,60782,60782,0
76,single,61319,78,0000000004,,,,,,,61319,61319,0
9,single,61511,187,0000008000,,,,,,,61511,61511,0
415,paired,61650,153,0004000000,7,second,,,,,61650,61650,0
349,single,62084,168,0000100000,,,,,,,62084,62084,0
313,single,63023,190,0000000400,,,,,,,63023,63023,0
65,single,63227,97,0200000000,,,,,,,63227,63227,0
98,single,64261,103,0000008000,,,,,,,64261,64261,0
410,paired,68205,233,0000000040,5,first,,,,,68205,68205,0
128,single,68268,46,0000000040,,,,,,,68268,68268,0
269,single,69319,168,0000080000,,,,,,,69319,69319,0
411,paired,70219,233,0000100000,5,second,,,,,70219,70219,0
179,single,70725,184,0040000000,,,,,,,70725,70725,0
222,single,71566,89,0000000001,,,,,,,71566,71566,0
391,single,71717,204,0002000000,,,,,,,71717,71717,0
235,single,72285,114,0000800000,,,,,,,72285,72285,0
322,single,73133,175,0000010000,,,,,,,73133,73133,0
303,single,73166,53,0400000000,,,,,,,73166,73166,0
185,single,73698,237,0100000000,,,,,,,73698,73698,0
434,paired,73724,184,0100000000,17,first,,,,,73724,73724,0
376,single,74080,77,0000000020,,,,,,,74080,74080,0
435,paired,74582,184,0080000000,17,second,,,,,74582,74582,0
188,single,75192,146,0400000000,,,,,,,75192,75192,0
270,single,75219,223,0000000002,,,,,,,75219,75219,0
325,single,75449,149,0000004000,,,,,,,75449,75449,0
297,single,75877,201,0010000000,,,,,,,75877,75877,0
252,single,76653,7,0800000000,,,,,,,76653,76653,0
112,single,78093,218,0100000000,,,,,,,78093,78093,0
20,single,80051,84,0000000800,,,,,,,80051,80051,0
294,single,81478,128,0200000000,,,,,,,81478,81478,0
109,single,82382,157,0000000200,,,,,,,82382,82382,0
260,single,82522,185,0000000008,,,,,,,82522,82522,0
